,year,state,measure,value
3547,2010,Minnesota,GDP,53641.05471
3548,2011,Minnesota,GDP,54375.55635
3549,2012,Minnesota,GDP,54710.44933
3550,2013,Minnesota,GDP,55463.47639
3551,2014,Minnesota,GDP,56475.37605
3552,2015,Minnesota,GDP,56713.63857
3553,2005,Mississippi,GDP,33719.1094
3554,2006,Mississippi,GDP,33584.16651
3555,2007,Mississippi,GDP,34330.86216
3556,2008,Mississippi,GDP,35522.08874
3557,2009,Mississippi,GDP,33693.49261
3558,2010,Mississippi,GDP,33664.19202
3559,2011,Mississippi,GDP,33146.7516
3560,2012,Mississippi,GDP,33372.58388
3561,2013,Mississippi,GDP,33305.2393
3562,2014,Mississippi,GDP,33209.12611
3563,2015,Mississippi,GDP,33345.22958
3564,2005,Missouri,GDP,46437.37919
3565,2006,Missouri,GDP,45053.23187
3566,2007,Missouri,GDP,44974.9074
3567,2008,Missouri,GDP,45775.76127
3568,2009,Missouri,GDP,44310.19212
3569,2010,Missouri,GDP,44983.90329
3570,2011,Missouri,GDP,44375.376
3571,2012,Missouri,GDP,44629.93048
3572,2013,Missouri,GDP,44985.70268
3573,2014,Missouri,GDP,44985.70268
3574,2015,Missouri,GDP,45337.50981
3575,2005,Montana,GDP,40714.92452
3576,2006,Montana,GDP,40683.99293
3577,2007,Montana,GDP,42155.05985
3578,2008,Montana,GDP,41513.33583
3579,2009,Montana,GDP,40346.50287
3580,2010,Montana,GDP,40916.1447
3581,2011,Montana,GDP,41547.80621
3582,2012,Montana,GDP,41791.15528
3583,2013,Montana,GDP,41799.93235
3584,2014,Montana,GDP,42099.45188
3585,2015,Montana,GDP,43297.4924
3586,2005,Nebraska,GDP,52077.06918
3587,2006,Nebraska,GDP,51679.68277
3588,2007,Nebraska,GDP,52625.18045
3589,2008,Nebraska,GDP,52465.96748
3590,2009,Nebraska,GDP,52348.05176
3591,2010,Nebraska,GDP,53461.12322
3592,2011,Nebraska,GDP,55535.62579
3593,2012,Nebraska,GDP,55115.70601
3594,2013,Nebraska,GDP,56214.49945
3595,2014,Nebraska,GDP,56939.80863
3596,2015,Nebraska,GDP,57838.50446
3597,2005,Nevada,GDP,58663.91026
3598,2006,Nevada,GDP,58187.74241
3599,2007,Nevada,GDP,56289.87737
3600,2008,Nevada,GDP,53405.55256
3601,2009,Nevada,GDP,48141.50626
3602,2010,Nevada,GDP,47631.99603
3603,2011,Nevada,GDP,47638.1886
3604,2012,Nevada,GDP,46410.45332
3605,2013,Nevada,GDP,45973.48058
3606,2014,Nevada,GDP,45669.2279
3607,2015,Nevada,GDP,46733.66211
3608,2005,New Hampshire,GDP,50575.37112
3609,2006,New Hampshire,GDP,50152.31732
3610,2007,New Hampshire,GDP,49929.13604
3611,2008,New Hampshire,GDP,49412.06974
3612,2009,New Hampshire,GDP,48656.95318
3613,2010,New Hampshire,GDP,50458.17226
3614,2011,New Hampshire,GDP,50706.02405
3615,2012,New Hampshire,GDP,51252.00407
3616,2013,New Hampshire,GDP,51984.9743
3617,2014,New Hampshire,GDP,52361.14041
3618,2015,New Hampshire,GDP,53490.53493
3619,2005,New Jersey,GDP,60259.77025
3620,2006,New Jersey,GDP,60066.64652
3621,2007,New Jersey,GDP,60651.52146
3622,2008,New Jersey,GDP,61392.9324
3623,2009,New Jersey,GDP,58700.88017
3624,2010,New Jersey,GDP,58692.66262
3625,2011,New Jersey,GDP,57920.69348
3626,2012,New Jersey,GDP,58631.65398
3627,2013,New Jersey,GDP,58806.04884
3628,2014,New Jersey,GDP,58739.63553
3629,2015,New Jersey,GDP,59568.36955
3630,2005,New Mexico,GDP,44417.55264
3631,2006,New Mexico,GDP,43943.06071
3632,2007,New Mexico,GDP,43916.26361
3633,2008,New Mexico,GDP,43327.37798
3634,2009,New Mexico,GDP,43622.57192
3635,2010,New Mexico,GDP,42113.76812
3636,2011,New Mexico,GDP,41862.26067
3637,2012,New Mexico,GDP,42004.41455
3638,2013,New Mexico,GDP,41483.87183
3639,2014,New Mexico,GDP,42746.81634
3640,2015,New Mexico,GDP,43579.84274
3641,2005,New York,GDP,62772.97968
3642,2006,New York,GDP,62151.48559
3643,2007,New York,GDP,62324.50711
3644,2008,New York,GDP,60310.40972
3645,2009,New York,GDP,62596.83521
3646,2010,New York,GDP,65463.62998
3647,2011,New York,GDP,65205.55867
3648,2012,New York,GDP,67574.09645
3649,2013,New York,GDP,67136.28924
3650,2014,New York,GDP,68276.43745
3651,2015,New York,GDP,69160.83409
3652,2005,North Carolina,GDP,48447.20852
3653,2006,North Carolina,GDP,48844.15508
3654,2007,North Carolina,GDP,48166.54635
3655,2008,North Carolina,GDP,48460.29103
3656,2009,North Carolina,GDP,45529.69366
3657,2010,North Carolina,GDP,45327.98993
3658,2011,North Carolina,GDP,45471.45293
3659,2012,North Carolina,GDP,45074.41186
3660,2013,North Carolina,GDP,45223.40312
3661,2014,North Carolina,GDP,45618.56318
3662,2015,North Carolina,GDP,46575.96898
3663,2005,North Dakota,GDP,47744.06285
3664,2006,North Dakota,GDP,47591.05013
3665,2007,North Dakota,GDP,49502.57661
3666,2008,North Dakota,GDP,53243.4462
3667,2009,North Dakota,GDP,54175.82204
3668,2010,North Dakota,GDP,55888.28128
3669,2011,North Dakota,GDP,61325.4373
3670,2012,North Dakota,GDP,73389.04847
3671,2013,North Dakota,GDP,72617.41151
3672,2014,North Dakota,GDP,76140.83527
3673,2015,North Dakota,GDP,72147.65053
3674,2005,Ohio,GDP,48741.68998
3675,2006,Ohio,GDP,47149.09058
3676,2007,Ohio,GDP,47215.14553
3677,2008,Ohio,GDP,46770.12858
3678,2009,Ohio,GDP,44116.09673
3679,2010,Ohio,GDP,45170.52268
3680,2011,Ohio,GDP,46661.28104
3681,2012,Ohio,GDP,46847.363
3682,2013,Ohio,GDP,47602.47335
3683,2014,Ohio,GDP,49193.65841
3684,2015,Ohio,GDP,49707.94209
3685,2005,Oklahoma,GDP,41669.71979
3686,2006,Oklahoma,GDP,42651.59715
3687,2007,Oklahoma,GDP,42977.84374
3688,2008,Oklahoma,GDP,44301.33097
3689,2009,Oklahoma,GDP,43187.65632
3690,2010,Oklahoma,GDP,42328.25039
3691,2011,Oklahoma,GDP,43558.49385
3692,2012,Oklahoma,GDP,45476.45507
3693,2013,Oklahoma,GDP,46123.59868
3694,2014,Oklahoma,GDP,48494.71006
3695,2015,Oklahoma,GDP,49743.7447
3696,2005,Oregon,GDP,44510.4824
3697,2006,Oregon,GDP,45372.43314
3698,2007,Oregon,GDP,45661.46479
3699,2008,Oregon,GDP,45897.68688
3700,2009,Oregon,GDP,43561.97867
3701,2010,Oregon,GDP,44026.63189
3702,2011,Oregon,GDP,44909.29195
3703,2012,Oregon,GDP,44749.25162
3704,2013,Oregon,GDP,44733.59212
3705,2014,Oregon,GDP,45838.97542
3706,2015,Oregon,GDP,47554.41912
3707,2005,Pennsylvania,GDP,49089.96922
3708,2006,Pennsylvania,GDP,47588.67063
3709,2007,Pennsylvania,GDP,49226.13694
3710,2008,Pennsylvania,GDP,50113.21376
3711,2009,Pennsylvania,GDP,48037.15246
3712,2010,Pennsylvania,GDP,48976.2125
3713,2011,Pennsylvania,GDP,49547.14899
3714,2012,Pennsylvania,GDP,50246.18989
3715,2013,Pennsylvania,GDP,50988.73475
3716,2014,Pennsylvania,GDP,51989.13326
3717,2015,Pennsylvania,GDP,52948.23409
3718,2005,Rhode Island,GDP,50661.42237
3719,2006,Rhode Island,GDP,50128.75126
3720,2007,Rhode Island,GDP,49239.92219
3721,2008,Rhode Island,GDP,48008.8189
3722,2009,Rhode Island,GDP,47676.79116
3723,2010,Rhode Island,GDP,48882.26839
3724,2011,Rhode Island,GDP,48767.04225
3725,2012,Rhode Island,GDP,49169.06773
3726,2013,Rhode Island,GDP,49533.27773
3727,2014,Rhode Island,GDP,49478.32629
3728,2015,Rhode Island,GDP,50178.4033
3729,2005,South Carolina,GDP,40489.98749
3730,2006,South Carolina,GDP,39418.87336
3731,2007,South Carolina,GDP,39723.57027
3732,2008,South Carolina,GDP,38971.27051
3733,2009,South Carolina,GDP,36579.7468
3734,2010,South Carolina,GDP,36702.86146
3735,2011,South Carolina,GDP,37212.87193
3736,2012,South Carolina,GDP,37126.26687
3737,2013,South Carolina,GDP,37475.77488
3738,2014,South Carolina,GDP,37927.05543
3739,2015,South Carolina,GDP,38636.00915
3740,2005,South Dakota,GDP,48130.91629
3741,2006,South Dakota,GDP,46627.69701
3742,2007,South Dakota,GDP,47798.04414
3743,2008,South Dakota,GDP,49295.59475
3744,2009,South Dakota,GDP,48907.69378
3745,2010,South Dakota,GDP,49150.87854
3746,2011,South Dakota,GDP,51928.86083
3747,2012,South Dakota,GDP,52132.30014
3748,2013,South Dakota,GDP,51607.89791
3749,2014,South Dakota,GDP,51688.98595
3750,2015,South Dakota,GDP,52728.42695
3751,2005,Tennessee,GDP,45546.54276
3752,2006,Tennessee,GDP,44953.32463
3753,2007,Tennessee,GDP,43652.24536
3754,2008,Tennessee,GDP,43767.63954
3755,2009,Tennessee,GDP,41773.18895
3756,2010,Tennessee,GDP,41958.65468
3757,2011,Tennessee,GDP,42915.57102
3758,2012,Tennessee,GDP,43945.25791
3759,2013,Tennessee,GDP,44150.52071
3760,2014,Tennessee,GDP,44512.26286
3761,2015,Tennessee,GDP,45540.6221
3762,2005,Texas,GDP,50865.99985
3763,2006,Texas,GDP,51484.70231
3764,2007,Texas,GDP,53308.44285
3765,2008,Texas,GDP,52442.88754
3766,2009,Texas,GDP,51304.30778
3767,2010,Texas,GDP,51538.78964
3768,2011,Texas,GDP,52339.15335
3769,2012,Texas,GDP,54160.65493
3770,2013,Texas,GDP,55660.16503
3771,2014,Texas,GDP,56102.18281
3772,2015,Texas,GDP,57881.89961
3773,2005,Utah,GDP,44965.01401
3774,2006,Utah,GDP,46555.94562
3775,2007,Utah,GDP,47063.35727
3776,2008,Utah,GDP,45125.82599
3777,2009,Utah,GDP,43378.96825
3778,2010,Utah,GDP,44419.77357
3779,2011,Utah,GDP,45101.01361
3780,2012,Utah,GDP,45081.62434
3781,2013,Utah,GDP,45469.63411
3782,2014,Utah,GDP,46175.28605
3783,2015,Utah,GDP,47180.21925
3784,2005,Vermont,GDP,44678.60363
3785,2006,Vermont,GDP,43487.98622
3786,2007,Vermont,GDP,43141.03883
3787,2008,Vermont,GDP,44162.88458
3788,2009,Vermont,GDP,43419.76365
3789,2010,Vermont,GDP,44908.84286
3790,2011,Vermont,GDP,45868.32176
3791,2012,Vermont,GDP,46145.28187
3792,2013,Vermont,GDP,45479.18374
3793,2014,Vermont,GDP,45471.45293
3794,2015,Vermont,GDP,46011.19429
3795,2005,Virginia,GDP,56608.24925
3796,2006,Virginia,GDP,55441.84985
3797,2007,Virginia,GDP,55367.60752
3798,2008,Virginia,GDP,54807.37258
3799,2009,Virginia,GDP,53990.31729
3800,2010,Virginia,GDP,54490.95481
3801,2011,Virginia,GDP,54542.74581
3802,2012,Virginia,GDP,54355.98467
3803,2013,Virginia,GDP,54060.00974
3804,2014,Virginia,GDP,53508.7248
3805,2015,Virginia,GDP,54168.77964
3806,2005,Washington,GDP,55864.25449
3807,2006,Washington,GDP,55769.36593
3808,2007,Washington,GDP,58469.46903
3809,2008,Washington,GDP,58385.33358
3810,2009,Washington,GDP,55930.21322
3811,2010,Washington,GDP,56527.92258
3812,2011,Washington,GDP,56783.43927
3813,2012,Washington,GDP,58121.44618
3814,2013,Washington,GDP,58975.06462
3815,2014,Washington,GDP,60232.65945
3816,2015,Washington,GDP,61832.22824
3817,2005,West Virginia,GDP,36996.55207
3818,2006,West Virginia,GDP,36533.68534
3819,2007,West Virginia,GDP,36711.30409
3820,2008,West Virginia,GDP,37415.11327
3821,2009,West Virginia,GDP,37128.12323
3822,2010,West Virginia,GDP,36917.09493
3823,2011,West Virginia,GDP,37544.0429
3824,2012,West Virginia,GDP,37403.51639
3825,2013,West Virginia,GDP,37835.76128
3826,2014,West Virginia,GDP,37747.70658
3827,2015,West Virginia,GDP,37685.85108
3828,2005,Wisconsin,GDP,48767.52993
3829,2006,Wisconsin,GDP,47956.51779
3830,2007,Wisconsin,GDP,47831.51448
3831,2008,Wisconsin,GDP,47021.01931
3832,2009,Wisconsin,GDP,45473.72656
3833,2010,Wisconsin,GDP,46536.39623
3834,2011,Wisconsin,GDP,47336.17115
3835,2012,Wisconsin,GDP,47908.58524
3836,2013,Wisconsin,GDP,48093.86975
3837,2014,Wisconsin,GDP,48845.62043
3838,2015,Wisconsin,GDP,49428.8727
3839,2005,Wyoming,GDP,66880.31783
3840,2006,Wyoming,GDP,72866.91689
3841,2007,Wyoming,GDP,77147.15647
3842,2008,Wyoming,GDP,80035.85494
3843,2009,Wyoming,GDP,76038.11449
3844,2010,Wyoming,GDP,70512.12783
3845,2011,Wyoming,GDP,69338.80603
3846,2012,Wyoming,GDP,66673.97661
3847,2013,Wyoming,GDP,66083.21102
3848,2014,Wyoming,GDP,66011.21957
3849,2015,Wyoming,GDP,67507.90627
3850,2005,Alabama,LogGDP,10.61715
3851,2006,Alabama,LogGDP,10.60116
3852,2007,Alabama,LogGDP,10.6007
3853,2008,Alabama,LogGDP,10.5903
3854,2009,Alabama,LogGDP,10.54025
3855,2010,Alabama,LogGDP,10.54766
3856,2011,Alabama,LogGDP,10.55922
3857,2012,Alabama,LogGDP,10.56191
3858,2013,Alabama,LogGDP,10.56946
3859,2014,Alabama,LogGDP,10.55645
3860,2015,Alabama,LogGDP,10.56717
3861,2005,Alaska,LogGDP,11.15916
3862,2006,Alaska,LogGDP,11.19007
3863,2007,Alaska,LogGDP,11.22237
3864,2008,Alaska,LogGDP,11.21375
3865,2009,Alaska,LogGDP,11.28906
3866,2010,Alaska,LogGDP,11.23643
3867,2011,Alaska,LogGDP,11.23336
3868,2012,Alaska,LogGDP,11.27522
3869,2013,Alaska,LogGDP,11.21824
3870,2014,Alaska,LogGDP,11.18751
3871,2015,Alaska,LogGDP,11.19224
3872,2005,Arizona,LogGDP,10.71715
3873,2006,Arizona,LogGDP,10.71371
3874,2007,Arizona,LogGDP,10.71324
3875,2008,Arizona,LogGDP,10.66166
3876,2009,Arizona,LogGDP,10.56291
3877,2010,Arizona,LogGDP,10.60027
3878,2011,Arizona,LogGDP,10.6116
3879,2012,Arizona,LogGDP,10.61986
3880,2013,Arizona,LogGDP,10.61563
3881,2014,Arizona,LogGDP,10.61192
3882,2015,Arizona,LogGDP,10.61948
3883,2005,Arkansas,LogGDP,10.56463
3884,2006,Arkansas,LogGDP,10.54653
3885,2007,Arkansas,LogGDP,10.53069
3886,2008,Arkansas,LogGDP,10.52001
3887,2009,Arkansas,LogGDP,10.47683
3888,2010,Arkansas,LogGDP,10.49833
3889,2011,Arkansas,LogGDP,10.5149
3890,2012,Arkansas,LogGDP,10.51525
3891,2013,Arkansas,LogGDP,10.5393
3892,2014,Arkansas,LogGDP,10.5452
3893,2015,Arkansas,LogGDP,10.54539
3894,2005,California,LogGDP,10.94043
3895,2006,California,LogGDP,10.94796
3896,2007,California,LogGDP,10.9604
3897,2008,California,LogGDP,10.95842
3898,2009,California,LogGDP,10.91193
3899,2010,California,LogGDP,10.917
3900,2011,California,LogGDP,10.92399
3901,2012,California,LogGDP,10.93974
3902,2013,California,LogGDP,10.96711
3903,2014,California,LogGDP,10.99424
3904,2015,California,LogGDP,11.03454
3905,2005,Colorado,LogGDP,10.91475
3906,2006,Colorado,LogGDP,10.89456
3907,2007,Colorado,LogGDP,10.90454
3908,2008,Colorado,LogGDP,10.90042
3909,2009,Colorado,LogGDP,10.86317
3910,2010,Colorado,LogGDP,10.86749
3911,2011,Colorado,LogGDP,10.86875
3912,2012,Colorado,LogGDP,10.87286
3913,2013,Colorado,LogGDP,10.88983
3914,2014,Colorado,LogGDP,10.91657
3915,2015,Colorado,LogGDP,10.94075
3916,2005,Connecticut,LogGDP,11.17647
3917,2006,Connecticut,LogGDP,11.18139
3918,2007,Connecticut,LogGDP,11.21935
3919,2008,Connecticut,LogGDP,11.21425
3920,2009,Connecticut,LogGDP,11.16337
3921,2010,Connecticut,LogGDP,11.14446
3922,2011,Connecticut,LogGDP,11.12121
3923,2012,Connecticut,LogGDP,11.12586
3924,2013,Connecticut,LogGDP,11.11304
3925,2014,Connecticut,LogGDP,11.09816
3926,2015,Connecticut,LogGDP,11.11795
3927,2005,Delaware,LogGDP,11.20183
3928,2006,Delaware,LogGDP,11.18518
3929,2007,Delaware,LogGDP,11.16777
3930,2008,Delaware,LogGDP,11.11517
3931,2009,Delaware,LogGDP,11.13084
3932,2010,Delaware,LogGDP,11.10799
3933,2011,Delaware,LogGDP,11.13263
3934,2012,Delaware,LogGDP,11.12105
3935,2013,Delaware,LogGDP,11.0651
3936,2014,Delaware,LogGDP,11.12839
3937,2015,Delaware,LogGDP,11.14745
3938,2005,Florida,LogGDP,10.74479
3939,2006,Florida,LogGDP,10.73905
3940,2007,Florida,LogGDP,10.73199
3941,2008,Florida,LogGDP,10.68793
3942,2009,Florida,LogGDP,10.61897
3943,2010,Florida,LogGDP,10.61304
3944,2011,Florida,LogGDP,10.59853
3945,2012,Florida,LogGDP,10.59223
3946,2013,Florida,LogGDP,10.59916
3947,2014,Florida,LogGDP,10.60737
3948,2015,Florida,LogGDP,10.62709
3949,2005,Georgia,LogGDP,10.82988
3950,2006,Georgia,LogGDP,10.78143
3951,2007,Georgia,LogGDP,10.76779
3952,2008,Georgia,LogGDP,10.73161
3953,2009,Georgia,LogGDP,10.67745
3954,2010,Georgia,LogGDP,10.70513
3955,2011,Georgia,LogGDP,10.71035
3956,2012,Georgia,LogGDP,10.70933
3957,2013,Georgia,LogGDP,10.71692
3958,2014,Georgia,LogGDP,10.7355
3959,2015,Georgia,LogGDP,10.75612
3960,2005,Hawaii,LogGDP,10.92192
3961,2006,Hawaii,LogGDP,10.91084
3962,2007,Hawaii,LogGDP,10.92363
3963,2008,Hawaii,LogGDP,10.92685
3964,2009,Hawaii,LogGDP,10.88459
3965,2010,Hawaii,LogGDP,10.86038
3966,2011,Hawaii,LogGDP,10.86722
3967,2012,Hawaii,LogGDP,10.8752
3968,2013,Hawaii,LogGDP,10.8762
3969,2014,Hawaii,LogGDP,10.86827
3970,2015,Hawaii,LogGDP,10.89306
3971,2005,Idaho,LogGDP,10.58875
3972,2006,Idaho,LogGDP,10.57824
3973,2007,Idaho,LogGDP,10.57518
3974,2008,Idaho,LogGDP,10.57594
3975,2009,Idaho,LogGDP,10.5168
3976,2010,Idaho,LogGDP,10.51459
3977,2011,Idaho,LogGDP,10.50411
3978,2012,Idaho,LogGDP,10.4968
3979,2013,Idaho,LogGDP,10.52171
3980,2014,Idaho,LogGDP,10.5333
3981,2015,Idaho,LogGDP,10.55043
3982,2005,Illinois,LogGDP,10.91754
3983,2006,Illinois,LogGDP,10.9133
3984,2007,Illinois,LogGDP,10.92329
3985,2008,Illinois,LogGDP,10.90067
3986,2009,Illinois,LogGDP,10.87617
3987,2010,Illinois,LogGDP,10.8988
3988,2011,Illinois,LogGDP,10.91403
3989,2012,Illinois,LogGDP,10.93267
3990,2013,Illinois,LogGDP,10.93756
3991,2014,Illinois,LogGDP,10.95084
3992,2015,Illinois,LogGDP,10.96261
3993,2005,Indiana,LogGDP,10.75477
3994,2006,Indiana,LogGDP,10.73931
3995,2007,Indiana,LogGDP,10.7619
3996,2008,Indiana,LogGDP,10.75307
3997,2009,Indiana,LogGDP,10.67358
3998,2010,Indiana,LogGDP,10.72482
3999,2011,Indiana,LogGDP,10.72531
4000,2012,Indiana,LogGDP,10.72582
4001,2013,Indiana,LogGDP,10.74187
4002,2014,Indiana,LogGDP,10.76755
4003,2015,Indiana,LogGDP,10.75388
4004,2005,Iowa,LogGDP,10.825
4005,2006,Iowa,LogGDP,10.79797
4006,2007,Iowa,LogGDP,10.83867
4007,2008,Iowa,LogGDP,10.81312
4008,2009,Iowa,LogGDP,10.78752
4009,2010,Iowa,LogGDP,10.80019
4010,2011,Iowa,LogGDP,10.80751
4011,2012,Iowa,LogGDP,10.84256
4012,2013,Iowa,LogGDP,10.83338
4013,2014,Iowa,LogGDP,10.87831
4014,2015,Iowa,LogGDP,10.89414
4015,2005,Kansas,LogGDP,10.73458
4016,2006,Kansas,LogGDP,10.75008
4017,2007,Kansas,LogGDP,10.79695
4018,2008,Kansas,LogGDP,10.80938
4019,2009,Kansas,LogGDP,10.76389
4020,2010,Kansas,LogGDP,10.76209
4021,2011,Kansas,LogGDP,10.78433
4022,2012,Kansas,LogGDP,10.79297
4023,2013,Kansas,LogGDP,10.79038
4024,2014,Kansas,LogGDP,10.80558
4025,2015,Kansas,LogGDP,10.8153
4026,2005,Kentucky,LogGDP,10.63565
4027,2006,Kentucky,LogGDP,10.62646
4028,2007,Kentucky,LogGDP,10.60958
4029,2008,Kentucky,LogGDP,10.60469
4030,2009,Kentucky,LogGDP,10.5519
4031,2010,Kentucky,LogGDP,10.58619
4032,2011,Kentucky,LogGDP,10.59298
4033,2012,Kentucky,LogGDP,10.60281
4034,2013,Kentucky,LogGDP,10.61678
4035,2014,Kentucky,LogGDP,10.61468
4036,2015,Kentucky,LogGDP,10.61719
4037,2005,Louisiana,LogGDP,10.93187
4038,2006,Louisiana,LogGDP,10.94642
4039,2007,Louisiana,LogGDP,10.90869
4040,2008,Louisiana,LogGDP,10.88446
4041,2009,Louisiana,LogGDP,10.88051
4042,2010,Louisiana,LogGDP,10.90471
4043,2011,Louisiana,LogGDP,10.84277
4044,2012,Louisiana,LogGDP,10.835
4045,2013,Louisiana,LogGDP,10.79943
4046,2014,Louisiana,LogGDP,10.81701
4047,2015,Louisiana,LogGDP,10.81027
4048,2005,Maine,LogGDP,10.63981
4049,2006,Maine,LogGDP,10.62291
4050,2007,Maine,LogGDP,10.62125
4051,2008,Maine,LogGDP,10.62033
4052,2009,Maine,LogGDP,10.6029
4053,2010,Maine,LogGDP,10.60924
4054,2011,Maine,LogGDP,10.59589
4055,2012,Maine,LogGDP,10.5911
4056,2013,Maine,LogGDP,10.58476
4057,2014,Maine,LogGDP,10.60065
4058,2015,Maine,LogGDP,10.60474
4059,2005,Maryland,LogGDP,10.93363
4060,2006,Maryland,LogGDP,10.92416
4061,2007,Maryland,LogGDP,10.92502
4062,2008,Maryland,LogGDP,10.9343
4063,2009,Maryland,LogGDP,10.91952
4064,2010,Maryland,LogGDP,10.94299
4065,2011,Maryland,LogGDP,10.95709
4066,2012,Maryland,LogGDP,10.94902
4067,2013,Maryland,LogGDP,10.94188
4068,2014,Maryland,LogGDP,10.94507
4069,2015,Maryland,LogGDP,10.95689
4070,2005,Massachusetts,LogGDP,11.05415
4071,2006,Massachusetts,LogGDP,11.03147
4072,2007,Massachusetts,LogGDP,11.05492
4073,2008,Massachusetts,LogGDP,11.05875
4074,2009,Massachusetts,LogGDP,11.03308
4075,2010,Massachusetts,LogGDP,11.07829
4076,2011,Massachusetts,LogGDP,11.09729
4077,2012,Massachusetts,LogGDP,11.11029
4078,2013,Massachusetts,LogGDP,11.10449
4079,2014,Massachusetts,LogGDP,11.11584
4080,2015,Massachusetts,LogGDP,11.1439
4081,2005,Michigan,LogGDP,10.72961
4082,2006,Michigan,LogGDP,10.68992
4083,2007,Michigan,LogGDP,10.6874
4084,2008,Michigan,LogGDP,10.6372
4085,2009,Michigan,LogGDP,10.54861
4086,2010,Michigan,LogGDP,10.6113
4087,2011,Michigan,LogGDP,10.63735
4088,2012,Michigan,LogGDP,10.65443
4089,2013,Michigan,LogGDP,10.66615
4090,2014,Michigan,LogGDP,10.67917
4091,2015,Michigan,LogGDP,10.70042
4092,2005,Minnesota,LogGDP,10.94259
4093,2006,Minnesota,LogGDP,10.90725
4094,2007,Minnesota,LogGDP,10.90575
4095,2008,Minnesota,LogGDP,10.91045
4096,2009,Minnesota,LogGDP,10.86486
4097,2010,Minnesota,LogGDP,10.89007
4098,2011,Minnesota,LogGDP,10.90367
4099,2012,Minnesota,LogGDP,10.90981
4100,2013,Minnesota,LogGDP,10.92348
4101,2014,Minnesota,LogGDP,10.94156
4102,2015,Minnesota,LogGDP,10.94577
4103,2005,Mississippi,LogGDP,10.42582
4104,2006,Mississippi,LogGDP,10.42181
4105,2007,Mississippi,LogGDP,10.4438
4106,2008,Mississippi,LogGDP,10.47791
4107,2009,Mississippi,LogGDP,10.42506
4108,2010,Mississippi,LogGDP,10.42419
4109,2011,Mississippi,LogGDP,10.4087
4110,2012,Mississippi,LogGDP,10.41549
4111,2013,Mississippi,LogGDP,10.41347
4112,2014,Mississippi,LogGDP,10.41058
4113,2015,Mississippi,LogGDP,10.41467
4114,2005,Missouri,LogGDP,10.74586
4115,2006,Missouri,LogGDP,10.7156
4116,2007,Missouri,LogGDP,10.71386
4117,2008,Missouri,LogGDP,10.73151
4118,2009,Missouri,LogGDP,10.69897
4119,2010,Missouri,LogGDP,10.71406
4120,2011,Missouri,LogGDP,10.70044
4121,2012,Missouri,LogGDP,10.70616
4122,2013,Missouri,LogGDP,10.7141
4123,2014,Missouri,LogGDP,10.7141
4124,2015,Missouri,LogGDP,10.72189
4125,2005,Montana,LogGDP,10.61435
4126,2006,Montana,LogGDP,10.61359
4127,2007,Montana,LogGDP,10.64911
4128,2008,Montana,LogGDP,10.63377
4129,2009,Montana,LogGDP,10.60526
4130,2010,Montana,LogGDP,10.61928
4131,2011,Montana,LogGDP,10.6346
4132,2012,Montana,LogGDP,10.64044
4133,2013,Montana,LogGDP,10.64065
4134,2014,Montana,LogGDP,10.64779
4135,2015,Montana,LogGDP,10.67585
4136,2005,Nebraska,LogGDP,10.86048
4137,2006,Nebraska,LogGDP,10.85282
4138,2007,Nebraska,LogGDP,10.87095
4139,2008,Nebraska,LogGDP,10.86792
4140,2009,Nebraska,LogGDP,10.86567
4141,2010,Nebraska,LogGDP,10.88671
4142,2011,Nebraska,LogGDP,10.92478
4143,2012,Nebraska,LogGDP,10.91719
4144,2013,Nebraska,LogGDP,10.93693
4145,2014,Nebraska,LogGDP,10.94975
4146,2015,Nebraska,LogGDP,10.96541
4147,2005,Nevada,LogGDP,10.97958
4148,2006,Nevada,LogGDP,10.97143
4149,2007,Nevada,LogGDP,10.93827
4150,2008,Nevada,LogGDP,10.88567
4151,2009,Nevada,LogGDP,10.7819
4152,2010,Nevada,LogGDP,10.77126
4153,2011,Nevada,LogGDP,10.77139
4154,2012,Nevada,LogGDP,10.74528
4155,2013,Nevada,LogGDP,10.73582
4156,2014,Nevada,LogGDP,10.72918
4157,2015,Nevada,LogGDP,10.75222
4158,2005,New Hampshire,LogGDP,10.83122
4159,2006,New Hampshire,LogGDP,10.82282
4160,2007,New Hampshire,LogGDP,10.81836
4161,2008,New Hampshire,LogGDP,10.80795
4162,2009,New Hampshire,LogGDP,10.79255
4163,2010,New Hampshire,LogGDP,10.8289
4164,2011,New Hampshire,LogGDP,10.8338
4165,2012,New Hampshire,LogGDP,10.84451
4166,2013,New Hampshire,LogGDP,10.85871
4167,2014,New Hampshire,LogGDP,10.86592
4168,2015,New Hampshire,LogGDP,10.88726
4169,2005,New Jersey,LogGDP,11.00642
4170,2006,New Jersey,LogGDP,11.00321
4171,2007,New Jersey,LogGDP,11.0129
4172,2008,New Jersey,LogGDP,11.02505
4173,2009,New Jersey,LogGDP,10.98021
4174,2010,New Jersey,LogGDP,10.98007
4175,2011,New Jersey,LogGDP,10.96683
4176,2012,New Jersey,LogGDP,10.97903
4177,2013,New Jersey,LogGDP,10.982
4178,2014,New Jersey,LogGDP,10.98087
4179,2015,New Jersey,LogGDP,10.99488
4180,2005,New Mexico,LogGDP,10.70139
4181,2006,New Mexico,LogGDP,10.69065
4182,2007,New Mexico,LogGDP,10.69004
4183,2008,New Mexico,LogGDP,10.67654
