,state,year,population,113 Cause Name,measure,value,Age-adjusted Death Rate
2396,Illinois,2009,"12,796,778",Malignant neoplasms (C00-C97),Cancer,188.99288555291025,181.8
2397,Illinois,2009,"12,796,778","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,21.059988694029073,20.2
2398,Indiana,2009,"6,459,325","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,39.89580954666316,39.3
2399,Indiana,2009,"6,459,325",All Causes,All causes,866.5456529900571,820.6
2400,Indiana,2009,"6,459,325",Alzheimer's disease (G30),Alzheimer's disease,29.16713433679216,27.4
2401,Indiana,2009,"6,459,325",Cerebrovascular diseases (I60-I69),Stroke,46.50640740325034,44
2402,Indiana,2009,"6,459,325",Chronic lower respiratory diseases (J40-J47),CLRD,57.97819431596955,55.5
2403,Indiana,2009,"6,459,325",Diabetes mellitus (E10-E14),Diabetes,25.482538810169792,24.1
2404,Indiana,2009,"6,459,325","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,209.1394998703425,196.7
2405,Indiana,2009,"6,459,325",Influenza and pneumonia (J09-J18),Influenza and pneumonia,18.438459126921156,17.4
2406,Indiana,2009,"6,459,325","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,12.818676874131585,12.8
2407,Indiana,2009,"6,459,325",Malignant neoplasms (C00-C97),Cancer,202.69919844565803,190.4
2408,Indiana,2009,"6,459,325","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,22.32431407306491,21.2
2409,Iowa,2009,"3,032,870","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,41.37994704685661,37
2410,Iowa,2009,"3,032,870",All Causes,All causes,908.1826784530823,723
2411,Iowa,2009,"3,032,870",Alzheimer's disease (G30),Alzheimer's disease,41.70966774045706,29.9
2412,Iowa,2009,"3,032,870",Cerebrovascular diseases (I60-I69),Stroke,53.90933340367375,41.2
2413,Iowa,2009,"3,032,870",Chronic lower respiratory diseases (J40-J47),CLRD,60.40483106760263,48.7
2414,Iowa,2009,"3,032,870",Diabetes mellitus (E10-E14),Diabetes,23.146392690751664,18.7
2415,Iowa,2009,"3,032,870","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,228.76021721999294,176.1
2416,Iowa,2009,"3,032,870",Influenza and pneumonia (J09-J18),Influenza and pneumonia,21.794537846989815,16.6
2417,Iowa,2009,"3,032,870","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,11.902917038976282,11.9
2418,Iowa,2009,"3,032,870",Malignant neoplasms (C00-C97),Cancer,206.04246143092186,170.4
2419,Iowa,2009,"3,032,870","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,9.957564946733621,7.6
2420,Kansas,2009,"2,832,704","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,44.93939359707191,42.9
2421,Kansas,2009,"2,832,704",All Causes,All causes,848.0942590542464,757.8
2422,Kansas,2009,"2,832,704",Alzheimer's disease (G30),Alzheimer's disease,28.312170985743656,23.9
2423,Kansas,2009,"2,832,704",Cerebrovascular diseases (I60-I69),Stroke,49.98757371049005,43.2
2424,Kansas,2009,"2,832,704",Chronic lower respiratory diseases (J40-J47),CLRD,55.77709495944511,50.6
2425,Kansas,2009,"2,832,704",Diabetes mellitus (E10-E14),Diabetes,22.41674386028332,20.3
2426,Kansas,2009,"2,832,704","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,186.88857007297622,163
2427,Kansas,2009,"2,832,704",Influenza and pneumonia (J09-J18),Influenza and pneumonia,20.969363548044555,18
2428,Kansas,2009,"2,832,704","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,13.485348275005084,13.6
2429,Kansas,2009,"2,832,704",Malignant neoplasms (C00-C97),Cancer,187.7711190438535,171.9
2430,Kansas,2009,"2,832,704","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,19.627889112311063,17.3
2431,Kentucky,2009,"4,317,074","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,55.45422663591126,55.1
2432,Kentucky,2009,"4,317,074",All Causes,All causes,958.5195898888923,912.5
2433,Kentucky,2009,"4,317,074",Alzheimer's disease (G30),Alzheimer's disease,31.155361246992754,31.3
2434,Kentucky,2009,"4,317,074",Cerebrovascular diseases (I60-I69),Stroke,47.81016030765282,46.4
2435,Kentucky,2009,"4,317,074",Chronic lower respiratory diseases (J40-J47),CLRD,66.10959182075636,62.2
2436,Kentucky,2009,"4,317,074",Diabetes mellitus (E10-E14),Diabetes,31.22485275906783,29.3
2437,Kentucky,2009,"4,317,074","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,225.33780982211562,214.3
2438,Kentucky,2009,"4,317,074",Influenza and pneumonia (J09-J18),Influenza and pneumonia,23.580786430809386,22.9
2439,Kentucky,2009,"4,317,074","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,13.712991716148483,13.5
2440,Kentucky,2009,"4,317,074",Malignant neoplasms (C00-C97),Cancer,223.16040911042987,204.9
2441,Kentucky,2009,"4,317,074","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,21.889826303649183,21.1
2442,Louisiana,2009,"4,491,648","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,47.68850987432675,48
2443,Louisiana,2009,"4,491,648",All Causes,All causes,896.8200535749908,907.8
2444,Louisiana,2009,"4,491,648",Alzheimer's disease (G30),Alzheimer's disease,29.744093927217804,32.3
2445,Louisiana,2009,"4,491,648",Cerebrovascular diseases (I60-I69),Stroke,45.88516286227238,47.4
2446,Louisiana,2009,"4,491,648",Chronic lower respiratory diseases (J40-J47),CLRD,41.81093442763102,42.7
2447,Louisiana,2009,"4,491,648",Diabetes mellitus (E10-E14),Diabetes,27.807165655011257,27.8
2448,Louisiana,2009,"4,491,648","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,226.39797241457924,229.9
2449,Louisiana,2009,"4,491,648",Influenza and pneumonia (J09-J18),Influenza and pneumonia,19.836817132598103,20.7
2450,Louisiana,2009,"4,491,648","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,10.90913624576102,10.9
2451,Louisiana,2009,"4,491,648",Malignant neoplasms (C00-C97),Cancer,202.55371747741586,198.6
2452,Louisiana,2009,"4,491,648","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,25.825710296087315,26.6
2453,Maine,2009,"1,329,590","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,45.27711550177123,40.9
2454,Maine,2009,"1,329,590",All Causes,All causes,947.209290081905,752.6
2455,Maine,2009,"1,329,590",Alzheimer's disease (G30),Alzheimer's disease,35.048398378447494,26.9
2456,Maine,2009,"1,329,590",Cerebrovascular diseases (I60-I69),Stroke,48.661617491106284,38
2457,Maine,2009,"1,329,590",Chronic lower respiratory diseases (J40-J47),CLRD,61.74835851653518,48.6
2458,Maine,2009,"1,329,590",Diabetes mellitus (E10-E14),Diabetes,26.323904361494897,20.7
2459,Maine,2009,"1,329,590","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,201.114629321821,156.4
2460,Maine,2009,"1,329,590",Influenza and pneumonia (J09-J18),Influenza and pneumonia,18.877999984957768,14.6
2461,Maine,2009,"1,329,590","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,14.816597597755699,14
2462,Maine,2009,"1,329,590",Malignant neoplasms (C00-C97),Cancer,235.63654961303862,185.2
2463,Maine,2009,"1,329,590","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,20.457434246647463,16.3
2464,Maryland,2009,"5,730,388","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,24.692917826855705,24.3
2465,Maryland,2009,"5,730,388",All Causes,All causes,765.0965344755015,750.2
2466,Maryland,2009,"5,730,388",Alzheimer's disease (G30),Alzheimer's disease,16.351423324214696,16.3
2467,Maryland,2009,"5,730,388",Cerebrovascular diseases (I60-I69),Stroke,39.92748833063311,39.4
2468,Maryland,2009,"5,730,388",Chronic lower respiratory diseases (J40-J47),CLRD,36.0185034591026,36.3
2469,Maryland,2009,"5,730,388",Diabetes mellitus (E10-E14),Diabetes,21.063146160434513,20.6
2470,Maryland,2009,"5,730,388","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,195.62375182971903,190.8
2471,Maryland,2009,"5,730,388",Influenza and pneumonia (J09-J18),Influenza and pneumonia,17.032005511668668,16.9
2472,Maryland,2009,"5,730,388","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,9.615404750952292,9.3
2473,Maryland,2009,"5,730,388",Malignant neoplasms (C00-C97),Cancer,181.69799322489158,176.7
2474,Maryland,2009,"5,730,388","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,14.01301273142412,13.9
2475,Massachusetts,2009,"6,517,613","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,31.852152007184223,29.3
2476,Massachusetts,2009,"6,517,613",All Causes,All causes,802.563760689688,681.4
2477,Massachusetts,2009,"6,517,613",Alzheimer's disease (G30),Alzheimer's disease,26.083168792010202,20.6
2478,Massachusetts,2009,"6,517,613",Cerebrovascular diseases (I60-I69),Stroke,39.569701361526064,32.5
2479,Massachusetts,2009,"6,517,613",Chronic lower respiratory diseases (J40-J47),CLRD,39.2628405522083,33.8
2480,Massachusetts,2009,"6,517,613",Diabetes mellitus (E10-E14),Diabetes,15.450441749149574,13.3
2481,Massachusetts,2009,"6,517,613","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,189.05694462067632,156.1
2482,Massachusetts,2009,"6,517,613",Influenza and pneumonia (J09-J18),Influenza and pneumonia,20.682418548017502,17
2483,Massachusetts,2009,"6,517,613","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,8.131811446920828,7.8
2484,Massachusetts,2009,"6,517,613",Malignant neoplasms (C00-C97),Cancer,201.1779465887281,175.5
2485,Massachusetts,2009,"6,517,613","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,19.470318351212324,16.1
2486,Michigan,2009,"9,901,591","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,37.185943147924405,35.8
2487,Michigan,2009,"9,901,591",All Causes,All causes,873.1425081080404,783.1
2488,Michigan,2009,"9,901,591",Alzheimer's disease (G30),Alzheimer's disease,26.036219835781946,22.9
2489,Michigan,2009,"9,901,591",Cerebrovascular diseases (I60-I69),Stroke,44.790781602673746,39.8
2490,Michigan,2009,"9,901,591",Chronic lower respiratory diseases (J40-J47),CLRD,50.10305919523438,45
2491,Michigan,2009,"9,901,591",Diabetes mellitus (E10-E14),Diabetes,27.318841992160653,24.4
2492,Michigan,2009,"9,901,591","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,233.28574165505322,205.5
2493,Michigan,2009,"9,901,591",Influenza and pneumonia (J09-J18),Influenza and pneumonia,16.29031132471539,14.5
2494,Michigan,2009,"9,901,591","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,11.806183470918965,11.5
2495,Michigan,2009,"9,901,591",Malignant neoplasms (C00-C97),Cancer,204.58328363593284,182.2
2496,Michigan,2009,"9,901,591","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,16.663988645865093,14.9
2497,Minnesota,2009,"5,281,203","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,38.57075745810187,36.2
2498,Minnesota,2009,"5,281,203",All Causes,All causes,716.7117037538607,652.1
2499,Minnesota,2009,"5,281,203",Alzheimer's disease (G30),Alzheimer's disease,25.71383830540125,22.2
2500,Minnesota,2009,"5,281,203",Cerebrovascular diseases (I60-I69),Stroke,38.49501713908744,34.4
2501,Minnesota,2009,"5,281,203",Chronic lower respiratory diseases (J40-J47),CLRD,37.13169139682758,34.8
2502,Minnesota,2009,"5,281,203",Diabetes mellitus (E10-E14),Diabetes,19.33271642843496,17.7
2503,Minnesota,2009,"5,281,203","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,137.05210725662315,122.1
2504,Minnesota,2009,"5,281,203",Influenza and pneumonia (J09-J18),Influenza and pneumonia,11.701879287730465,10.3
2505,Minnesota,2009,"5,281,203","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,11.058086576107755,10.8
2506,Minnesota,2009,"5,281,203",Malignant neoplasms (C00-C97),Cancer,181.39806403957584,168.7
2507,Minnesota,2009,"5,281,203","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,15.280609361162599,13.7
2508,Mississippi,2009,"2,958,774","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,56.03672331850962,56.4
2509,Mississippi,2009,"2,958,774",All Causes,All causes,955.6322990535945,950.5
2510,Mississippi,2009,"2,958,774",Alzheimer's disease (G30),Alzheimer's disease,30.418004213907516,32.1
2511,Mississippi,2009,"2,958,774",Cerebrovascular diseases (I60-I69),Stroke,48.53361561241244,48.8
2512,Mississippi,2009,"2,958,774",Chronic lower respiratory diseases (J40-J47),CLRD,52.589349507600105,52.7
2513,Mississippi,2009,"2,958,774",Diabetes mellitus (E10-E14),Diabetes,30.418004213907516,29.7
2514,Mississippi,2009,"2,958,774","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,254.4973019230262,253.8
2515,Mississippi,2009,"2,958,774",Influenza and pneumonia (J09-J18),Influenza and pneumonia,19.535118261820607,19.9
2516,Mississippi,2009,"2,958,774","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,12.876955117220849,13.1
2517,Mississippi,2009,"2,958,774",Malignant neoplasms (C00-C97),Cancer,207.21420426163,199.8
2518,Mississippi,2009,"2,958,774","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,23.65844772192807,23.7
2519,Missouri,2009,"5,961,088","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,49.30308024306972,47.5
2520,Missouri,2009,"5,961,088",All Causes,All causes,910.2868469648494,815.3
2521,Missouri,2009,"5,961,088",Alzheimer's disease (G30),Alzheimer's disease,28.987996822056644,25.5
2522,Missouri,2009,"5,961,088",Cerebrovascular diseases (I60-I69),Stroke,50.611566210732,44.9
2523,Missouri,2009,"5,961,088",Chronic lower respiratory diseases (J40-J47),CLRD,57.97599364411329,51.9
2524,Missouri,2009,"5,961,088",Diabetes mellitus (E10-E14),Diabetes,22.395240600373622,19.8
2525,Missouri,2009,"5,961,088","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,233.44731699984968,206.1
2526,Missouri,2009,"5,961,088",Influenza and pneumonia (J09-J18),Influenza and pneumonia,22.311363294754244,19.7
2527,Missouri,2009,"5,961,088","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,14.42689656653282,14.3
2528,Missouri,2009,"5,961,088",Malignant neoplasms (C00-C97),Cancer,209.22355113697364,185.7
2529,Missouri,2009,"5,961,088","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,20.51638895449958,18.3
2530,Montana,2009,"983,982","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,62.90765481482385,60.3
2531,Montana,2009,"983,982",All Causes,All causes,887.2113514271603,758
2532,Montana,2009,"983,982",Alzheimer's disease (G30),Alzheimer's disease,26.016736078505502,21.6
2533,Montana,2009,"983,982",Cerebrovascular diseases (I60-I69),Stroke,46.9520783916779,39.5
2534,Montana,2009,"983,982",Chronic lower respiratory diseases (J40-J47),CLRD,60.773469433383944,51.6
2535,Montana,2009,"983,982",Diabetes mellitus (E10-E14),Diabetes,23.171155569918962,19.4
2536,Montana,2009,"983,982","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,186.182267561805,154.3
2537,Montana,2009,"983,982",Influenza and pneumonia (J09-J18),Influenza and pneumonia,17.886506053972532,14.8
2538,Montana,2009,"983,982","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,22.256504692159005,21.2
2539,Montana,2009,"983,982",Malignant neoplasms (C00-C97),Cancer,194.5157533369513,163
2540,Montana,2009,"983,982","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,13.109995914559413,11.3
2541,Nebraska,2009,"1,812,683","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,37.678954345575036,35.6
2542,Nebraska,2009,"1,812,683",All Causes,All causes,817.0209573323078,710.9
2543,Nebraska,2009,"1,812,683",Alzheimer's disease (G30),Alzheimer's disease,31.61060152271522,25.6
2544,Nebraska,2009,"1,812,683",Cerebrovascular diseases (I60-I69),Stroke,47.27798517446238,40.1
2545,Nebraska,2009,"1,812,683",Chronic lower respiratory diseases (J40-J47),CLRD,54.4496748742058,48.3
2546,Nebraska,2009,"1,812,683",Diabetes mellitus (E10-E14),Diabetes,24.549245510660164,21.8
2547,Nebraska,2009,"1,812,683","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,180.78174727737832,153.2
2548,Nebraska,2009,"1,812,683",Influenza and pneumonia (J09-J18),Influenza and pneumonia,14.674380462551918,12.3
2549,Nebraska,2009,"1,812,683","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,9.378363453510623,9.3
2550,Nebraska,2009,"1,812,683",Malignant neoplasms (C00-C97),Cancer,184.03659106418496,165.1
2551,Nebraska,2009,"1,812,683","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,14.233045711798477,12.1
2552,Nevada,2009,"2,684,665","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,38.17981014390995,39
2553,Nevada,2009,"2,684,665",All Causes,All causes,716.0669953234388,794.6
2554,Nevada,2009,"2,684,665",Alzheimer's disease (G30),Alzheimer's disease,11.621561721853565,15.5
2555,Nevada,2009,"2,684,665",Cerebrovascular diseases (I60-I69),Stroke,31.996543330359653,36.9
2556,Nevada,2009,"2,684,665",Chronic lower respiratory diseases (J40-J47),CLRD,46.337252506364855,53.3
2557,Nevada,2009,"2,684,665",Diabetes mellitus (E10-E14),Diabetes,14.042720413906391,15.5
2558,Nevada,2009,"2,684,665","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,174.58416599463993,194.7
2559,Nevada,2009,"2,684,665",Influenza and pneumonia (J09-J18),Influenza and pneumonia,20.188738632194333,23.3
2560,Nevada,2009,"2,684,665","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,18.81054060748734,18.7
2561,Nevada,2009,"2,684,665",Malignant neoplasms (C00-C97),Cancer,166.16598346534857,175.3
2562,Nevada,2009,"2,684,665","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,16.61287348700862,19
2563,New Hampshire,2009,"1,316,102","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,36.62330123349102,34.8
2564,New Hampshire,2009,"1,316,102",All Causes,All causes,767.4177229424466,691.6
2565,New Hampshire,2009,"1,316,102",Alzheimer's disease (G30),Alzheimer's disease,27.885376665334448,25
2566,New Hampshire,2009,"1,316,102",Cerebrovascular diseases (I60-I69),Stroke,37.91499443052286,34.1
2567,New Hampshire,2009,"1,316,102",Chronic lower respiratory diseases (J40-J47),CLRD,49.54023320380943,45.6
2568,New Hampshire,2009,"1,316,102",Diabetes mellitus (E10-E14),Diabetes,20.97101896357577,18.7
2569,New Hampshire,2009,"1,316,102","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,172.32706887460088,153.4
2570,New Hampshire,2009,"1,316,102",Influenza and pneumonia (J09-J18),Influenza and pneumonia,14.740498836716302,13.1
2571,New Hampshire,2009,"1,316,102","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,12.613004159252094,11.9
2572,New Hampshire,2009,"1,316,102",Malignant neoplasms (C00-C97),Cancer,194.66576298797509,173.3
2573,New Hampshire,2009,"1,316,102","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,12.537022206485515,11.4
2574,New Jersey,2009,"8,755,602","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,21.41486102269153,20.1
2575,New Jersey,2009,"8,755,602",All Causes,All causes,779.8093152246984,689.3
2576,New Jersey,2009,"8,755,602",Alzheimer's disease (G30),Alzheimer's disease,21.38059724505522,17.9
2577,New Jersey,2009,"8,755,602",Cerebrovascular diseases (I60-I69),Stroke,37.29041132751352,32.6
2578,New Jersey,2009,"8,755,602",Chronic lower respiratory diseases (J40-J47),CLRD,35.69143503781921,31.8
2579,New Jersey,2009,"8,755,602",Diabetes mellitus (E10-E14),Diabetes,22.37424679650811,19.9
2580,New Jersey,2009,"8,755,602","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,206.56489411007945,178.6
2581,New Jersey,2009,"8,755,602",Influenza and pneumonia (J09-J18),Influenza and pneumonia,14.950428308641712,13
2582,New Jersey,2009,"8,755,602","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,6.361641381140896,6.2
2583,New Jersey,2009,"8,755,602",Malignant neoplasms (C00-C97),Cancer,188.91904862738164,169
2584,New Jersey,2009,"8,755,602","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,19.51893199348257,17.2
2585,New Mexico,2009,"2,036,802","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,62.89271122082558,63.8
2586,New Mexico,2009,"2,036,802",All Causes,All causes,768.0177061884267,749.8
2587,New Mexico,2009,"2,036,802",Alzheimer's disease (G30),Alzheimer's disease,18.313022080693163,18.6
2588,New Mexico,2009,"2,036,802",Cerebrovascular diseases (I60-I69),Stroke,35.644112682528785,35.2
2589,New Mexico,2009,"2,036,802",Chronic lower respiratory diseases (J40-J47),CLRD,48.31102875979108,47.1
2590,New Mexico,2009,"2,036,802",Diabetes mellitus (E10-E14),Diabetes,29.31065464389764,28.3
2591,New Mexico,2009,"2,036,802","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,157.79638865240705,153.6
2592,New Mexico,2009,"2,036,802",Influenza and pneumonia (J09-J18),Influenza and pneumonia,16.88922143634973,16.7
2593,New Mexico,2009,"2,036,802","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,18.460311802521794,18.2
2594,New Mexico,2009,"2,036,802",Malignant neoplasms (C00-C97),Cancer,157.20722976509253,149
2595,New Mexico,2009,"2,036,802","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,13.45246126034833,13.2
2596,New York,2009,"19,307,066","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,25.332694258153982,23.9
2597,New York,2009,"19,307,066",All Causes,All causes,758.6600677700071,674.6
2598,New York,2009,"19,307,066",Alzheimer's disease (G30),Alzheimer's disease,12.409964310475761,10.5
2599,New York,2009,"19,307,066",Cerebrovascular diseases (I60-I69),Stroke,30.81773274095608,27
2600,New York,2009,"19,307,066",Chronic lower respiratory diseases (J40-J47),CLRD,34.90949893681412,31.4
2601,New York,2009,"19,307,066",Diabetes mellitus (E10-E14),Diabetes,19.28309562934109,17.3
2602,New York,2009,"19,307,066","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,244.89997599842462,213.2
2603,New York,2009,"19,307,066",Influenza and pneumonia (J09-J18),Influenza and pneumonia,23.447374137530787,20.5
2604,New York,2009,"19,307,066","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,7.339281898140297,7
2605,New York,2009,"19,307,066",Malignant neoplasms (C00-C97),Cancer,182.39954221941335,164.2
2606,New York,2009,"19,307,066","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,12.565347836900749,11.1
2607,North Carolina,2009,"9,449,566","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,43.769205908504155,43.6
2608,North Carolina,2009,"9,449,566",All Causes,All causes,816.0903897596991,804.3
2609,North Carolina,2009,"9,449,566",Alzheimer's disease (G30),Alzheimer's disease,28.001285984985977,29.2
2610,North Carolina,2009,"9,449,566",Cerebrovascular diseases (I60-I69),Stroke,47.007449865951514,47.2
2611,North Carolina,2009,"9,449,566",Chronic lower respiratory diseases (J40-J47),CLRD,45.81162775094644,45.4
2612,North Carolina,2009,"9,449,566",Diabetes mellitus (E10-E14),Diabetes,22.37139779752848,21.5
2613,North Carolina,2009,"9,449,566","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,182.0506888887807,179.7
2614,North Carolina,2009,"9,449,566",Influenza and pneumonia (J09-J18),Influenza and pneumonia,18.54053403087507,18.7
2615,North Carolina,2009,"9,449,566","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,12.42385100014117,12.2
2616,North Carolina,2009,"9,449,566",Malignant neoplasms (C00-C97),Cancer,185.33126283259992,176.9
2617,North Carolina,2009,"9,449,566","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,19.344803771940427,19.2
2618,North Dakota,2009,"664,968","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,48.724149131988305,44.1
2619,North Dakota,2009,"664,968",All Causes,All causes,889.3661048351199,712.7
2620,North Dakota,2009,"664,968",Alzheimer's disease (G30),Alzheimer's disease,55.04024253798679,39
2621,North Dakota,2009,"664,968",Cerebrovascular diseases (I60-I69),Stroke,50.67913042432117,38.2
2622,North Dakota,2009,"664,968",Chronic lower respiratory diseases (J40-J47),CLRD,51.28066312965436,41.6
2623,North Dakota,2009,"664,968",Diabetes mellitus (E10-E14),Diabetes,32.18199973532561,25.4
2624,North Dakota,2009,"664,968","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,215.19832533294834,165.8
2625,North Dakota,2009,"664,968",Influenza and pneumonia (J09-J18),Influenza and pneumonia,20.75287833399502,15.7
2626,North Dakota,2009,"664,968","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,13.534485869996752,13.9
2627,North Dakota,2009,"664,968",Malignant neoplasms (C00-C97),Cancer,186.92628818228846,156.3
2628,North Dakota,2009,"664,968","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,17.745214807329074,13.3
2629,Ohio,2009,"11,528,896","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,34.799515929365654,33.1
2630,Ohio,2009,"11,528,896",All Causes,All causes,929.455864637863,814.5
2631,Ohio,2009,"11,528,896",Alzheimer's disease (G30),Alzheimer's disease,33.64589289382088,28.5
2632,Ohio,2009,"11,528,896",Cerebrovascular diseases (I60-I69),Stroke,48.365428918779386,41.8
2633,Ohio,2009,"11,528,896",Chronic lower respiratory diseases (J40-J47),CLRD,57.611760917957795,50.4
2634,Ohio,2009,"11,528,896",Diabetes mellitus (E10-E14),Diabetes,29.499789051787786,25.7
2635,Ohio,2009,"11,528,896","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,220.77569265955734,190
2636,Ohio,2009,"11,528,896",Influenza and pneumonia (J09-J18),Influenza and pneumonia,17.694669116626603,15.4
