,Unnamed: 0,year,state,measure,value,population
3682,5806,2014,Nevada,Black/white,0.1667311,"2,817,628"
3683,6356,2014,Nevada,Hispanic/white,0.5420873,"2,817,628"
3684,307,2015,Nevada,Labor Force Participation,62.9,"2,866,939"
3685,857,2015,Nevada,Unemployment rate,6.8,"2,866,939"
3686,1407,2015,Nevada,Average household size,2.74,"2,866,939"
3687,1957,2015,Nevada,Poverty rate,10.9,"2,866,939"
3688,2507,2015,Nevada,"Number of corruption convictions per 1,000,000 people",0.0,"2,866,939"
3689,3057,2015,Nevada,Gini coefficient,0.45480001,"2,866,939"
3690,3607,2015,Nevada,GDP,46733.66211,"2,866,939"
3691,4157,2015,Nevada,Log(GDP),10.75222,"2,866,939"
3692,4707,2015,Nevada,Age,37.8,"2,866,939"
3693,5257,2015,Nevada,People with less than 9 years of education/people with college degree or above,0.2710937,"2,866,939"
3694,5807,2015,Nevada,Black/white,0.1689067,"2,866,939"
3695,6357,2015,Nevada,Hispanic/white,0.5568568,"2,866,939"
3696,308,2005,New Hampshire,Labor Force Participation,71.2,"1,298,492"
3697,858,2005,New Hampshire,Unemployment rate,3.6,"1,298,492"
3698,1408,2005,New Hampshire,Average household size,2.56,"1,298,492"
3699,1958,2005,New Hampshire,Poverty rate,5.3,"1,298,492"
3700,2508,2005,New Hampshire,"Number of corruption convictions per 1,000,000 people",1.54025,"1,298,492"
3701,3058,2005,New Hampshire,Gini coefficient,0.417,"1,298,492"
3702,3608,2005,New Hampshire,GDP,50575.37112,"1,298,492"
3703,4158,2005,New Hampshire,Log(GDP),10.83122,"1,298,492"
3704,4708,2005,New Hampshire,Age,39.5,"1,298,492"
3705,5258,2005,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0918189,"1,298,492"
3706,5808,2005,New Hampshire,Black/white,0.0085167,"1,298,492"
3707,6358,2005,New Hampshire,Hispanic/white,0.0233668,"1,298,492"
3708,309,2006,New Hampshire,Labor Force Participation,70.9,"1,308,389"
3709,859,2006,New Hampshire,Unemployment rate,3.4,"1,308,389"
3710,1409,2006,New Hampshire,Average household size,2.53,"1,308,389"
3711,1959,2006,New Hampshire,Poverty rate,4.9,"1,308,389"
3712,2509,2006,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,308,389"
3713,3059,2006,New Hampshire,Gini coefficient,0.417,"1,308,389"
3714,3609,2006,New Hampshire,GDP,50152.31732,"1,308,389"
3715,4159,2006,New Hampshire,Log(GDP),10.82282,"1,308,389"
3716,4709,2006,New Hampshire,Age,39.3,"1,308,389"
3717,5259,2006,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0988387,"1,308,389"
3718,5809,2006,New Hampshire,Black/white,0.0108942,"1,308,389"
3719,6359,2006,New Hampshire,Hispanic/white,0.024156,"1,308,389"
3720,310,2007,New Hampshire,Labor Force Participation,70.8,"1,312,540"
3721,860,2007,New Hampshire,Unemployment rate,3.5,"1,312,540"
3722,1410,2007,New Hampshire,Average household size,2.54,"1,312,540"
3723,1960,2007,New Hampshire,Poverty rate,4.6,"1,312,540"
3724,2510,2007,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,312,540"
3725,3060,2007,New Hampshire,Gini coefficient,0.417,"1,312,540"
3726,3610,2007,New Hampshire,GDP,49929.13604,"1,312,540"
3727,4160,2007,New Hampshire,Log(GDP),10.81836,"1,312,540"
3728,4710,2007,New Hampshire,Age,39.8,"1,312,540"
3729,5260,2007,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0903168,"1,312,540"
3730,5810,2007,New Hampshire,Black/white,0.0096725,"1,312,540"
3731,6360,2007,New Hampshire,Hispanic/white,0.026611,"1,312,540"
3732,311,2008,New Hampshire,Labor Force Participation,70.7,"1,315,906"
3733,861,2008,New Hampshire,Unemployment rate,3.9,"1,315,906"
3734,1411,2008,New Hampshire,Average household size,2.53,"1,315,906"
3735,1961,2008,New Hampshire,Poverty rate,5.0,"1,315,906"
3736,2511,2008,New Hampshire,"Number of corruption convictions per 1,000,000 people",3.03995,"1,315,906"
3737,3061,2008,New Hampshire,Gini coefficient,0.419,"1,315,906"
3738,3611,2008,New Hampshire,GDP,49412.06974,"1,315,906"
3739,4161,2008,New Hampshire,Log(GDP),10.80795,"1,315,906"
3740,4711,2008,New Hampshire,Age,40.3,"1,315,906"
3741,5261,2008,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0951653,"1,315,906"
3742,5811,2008,New Hampshire,Black/white,0.0105748,"1,315,906"
3743,6361,2008,New Hampshire,Hispanic/white,0.0282798,"1,315,906"
3744,312,2009,New Hampshire,Labor Force Participation,70.4,"1,316,102"
3745,862,2009,New Hampshire,Unemployment rate,6.2,"1,316,102"
3746,1412,2009,New Hampshire,Average household size,2.54,"1,316,102"
3747,1962,2009,New Hampshire,Poverty rate,5.5,"1,316,102"
3748,2512,2009,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.754959,"1,316,102"
3749,3062,2009,New Hampshire,Gini coefficient,0.43099999,"1,316,102"
3750,3612,2009,New Hampshire,GDP,48656.95318,"1,316,102"
3751,4162,2009,New Hampshire,Log(GDP),10.79255,"1,316,102"
3752,4712,2009,New Hampshire,Age,40.4,"1,316,102"
3753,5262,2009,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0925078,"1,316,102"
3754,5812,2009,New Hampshire,Black/white,0.0135583,"1,316,102"
3755,6362,2009,New Hampshire,Hispanic/white,0.0298207,"1,316,102"
3756,313,2010,New Hampshire,Labor Force Participation,69.9,"1,316,762"
3757,863,2010,New Hampshire,Unemployment rate,5.8,"1,316,762"
3758,1413,2010,New Hampshire,Average household size,2.48,"1,316,762"
3759,1963,2010,New Hampshire,Poverty rate,5.3,"1,316,762"
3760,2513,2010,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.75944,"1,316,762"
3761,3063,2010,New Hampshire,Gini coefficient,0.42500001,"1,316,762"
3762,3613,2010,New Hampshire,GDP,50458.17226,"1,316,762"
3763,4163,2010,New Hampshire,Log(GDP),10.8289,"1,316,762"
3764,4713,2010,New Hampshire,Age,41.3,"1,316,762"
3765,5263,2010,New Hampshire,People with less than 9 years of education/people with college degree or above,0.084076,"1,316,762"
3766,5813,2010,New Hampshire,Black/white,0.0127291,"1,316,762"
3767,6363,2010,New Hampshire,Hispanic/white,0.0304392,"1,316,762"
3768,314,2011,New Hampshire,Labor Force Participation,69.5,"1,320,202"
3769,864,2011,New Hampshire,Unemployment rate,5.4,"1,320,202"
3770,1414,2011,New Hampshire,Average household size,2.47,"1,320,202"
3771,1964,2011,New Hampshire,Poverty rate,5.6,"1,320,202"
3772,2514,2011,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,320,202"
3773,3064,2011,New Hampshire,Gini coefficient,0.43470001,"1,320,202"
3774,3614,2011,New Hampshire,GDP,50706.02405,"1,320,202"
3775,4164,2011,New Hampshire,Log(GDP),10.8338,"1,320,202"
3776,4714,2011,New Hampshire,Age,41.5,"1,320,202"
3777,5264,2011,New Hampshire,People with less than 9 years of education/people with college degree or above,0.08526,"1,320,202"
3778,5814,2011,New Hampshire,Black/white,0.0120859,"1,320,202"
3779,6364,2011,New Hampshire,Hispanic/white,0.0317483,"1,320,202"
3780,315,2012,New Hampshire,Labor Force Participation,69.4,"1,324,232"
3781,865,2012,New Hampshire,Unemployment rate,5.5,"1,324,232"
3782,1415,2012,New Hampshire,Average household size,2.47,"1,324,232"
3783,1965,2012,New Hampshire,Poverty rate,6.7,"1,324,232"
3784,2515,2012,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,324,232"
3785,3065,2012,New Hampshire,Gini coefficient,0.4298,"1,324,232"
3786,3615,2012,New Hampshire,GDP,51252.00407,"1,324,232"
3787,4165,2012,New Hampshire,Log(GDP),10.84451,"1,324,232"
3788,4715,2012,New Hampshire,Age,41.9,"1,324,232"
3789,5265,2012,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0681932,"1,324,232"
3790,5815,2012,New Hampshire,Black/white,0.0136219,"1,324,232"
3791,6365,2012,New Hampshire,Hispanic/white,0.0331065,"1,324,232"
3792,316,2013,New Hampshire,Labor Force Participation,69.0,"1,326,622"
3793,866,2013,New Hampshire,Unemployment rate,5.1,"1,326,622"
3794,1416,2013,New Hampshire,Average household size,2.47,"1,326,622"
3795,1966,2013,New Hampshire,Poverty rate,5.1,"1,326,622"
3796,2516,2013,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,326,622"
3797,3066,2013,New Hampshire,Gini coefficient,0.43869999,"1,326,622"
3798,3616,2013,New Hampshire,GDP,51984.9743,"1,326,622"
3799,4166,2013,New Hampshire,Log(GDP),10.85871,"1,326,622"
3800,4716,2013,New Hampshire,Age,42.3,"1,326,622"
3801,5266,2013,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0828969,"1,326,622"
3802,5816,2013,New Hampshire,Black/white,0.0133164,"1,326,622"
3803,6366,2013,New Hampshire,Hispanic/white,0.0345771,"1,326,622"
3804,317,2014,New Hampshire,Labor Force Participation,68.7,"1,333,341"
3805,867,2014,New Hampshire,Unemployment rate,4.3,"1,333,341"
3806,1417,2014,New Hampshire,Average household size,2.47,"1,333,341"
3807,1967,2014,New Hampshire,Poverty rate,6.0,"1,333,341"
3808,2517,2014,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,333,341"
3809,3067,2014,New Hampshire,Gini coefficient,0.44100001,"1,333,341"
3810,3617,2014,New Hampshire,GDP,52361.14041,"1,333,341"
3811,4167,2014,New Hampshire,Log(GDP),10.86592,"1,333,341"
3812,4717,2014,New Hampshire,Age,42.5,"1,333,341"
3813,5267,2014,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0729411,"1,333,341"
3814,5817,2014,New Hampshire,Black/white,0.0140591,"1,333,341"
3815,6367,2014,New Hampshire,Hispanic/white,0.0350896,"1,333,341"
3816,318,2015,New Hampshire,Labor Force Participation,68.5,"1,336,350"
3817,868,2015,New Hampshire,Unemployment rate,3.4,"1,336,350"
3818,1418,2015,New Hampshire,Average household size,2.49,"1,336,350"
3819,1968,2015,New Hampshire,Poverty rate,5.0,"1,336,350"
3820,2518,2015,New Hampshire,"Number of corruption convictions per 1,000,000 people",0.0,"1,336,350"
3821,3068,2015,New Hampshire,Gini coefficient,0.43470001,"1,336,350"
3822,3618,2015,New Hampshire,GDP,53490.53493,"1,336,350"
3823,4168,2015,New Hampshire,Log(GDP),10.88726,"1,336,350"
3824,4718,2015,New Hampshire,Age,42.8,"1,336,350"
3825,5268,2015,New Hampshire,People with less than 9 years of education/people with college degree or above,0.0545866,"1,336,350"
3826,5818,2015,New Hampshire,Black/white,0.0175964,"1,336,350"
3827,6368,2015,New Hampshire,Hispanic/white,0.0366565,"1,336,350"
3828,319,2005,New Jersey,Labor Force Participation,66.2,"8,651,974"
3829,869,2005,New Jersey,Unemployment rate,4.5,"8,651,974"
3830,1419,2005,New Jersey,Average household size,2.71,"8,651,974"
3831,1969,2005,New Jersey,Poverty rate,6.8,"8,651,974"
3832,2519,2005,New Jersey,"Number of corruption convictions per 1,000,000 people",4.50764,"8,651,974"
3833,3069,2005,New Jersey,Gini coefficient,0.45200002,"8,651,974"
3834,3619,2005,New Jersey,GDP,60259.77025,"8,651,974"
3835,4169,2005,New Jersey,Log(GDP),11.00642,"8,651,974"
3836,4719,2005,New Jersey,Age,38.0,"8,651,974"
3837,5269,2005,New Jersey,People with less than 9 years of education/people with college degree or above,0.1561602,"8,651,974"
3838,5819,2005,New Jersey,Black/white,0.2033737,"8,651,974"
3839,6369,2005,New Jersey,Hispanic/white,0.2434027,"8,651,974"
3840,320,2006,New Jersey,Labor Force Participation,66.8,"8,661,679"
3841,870,2006,New Jersey,Unemployment rate,4.7,"8,661,679"
3842,1420,2006,New Jersey,Average household size,2.72,"8,661,679"
3843,1970,2006,New Jersey,Poverty rate,6.4,"8,661,679"
3844,2520,2006,New Jersey,"Number of corruption convictions per 1,000,000 people",5.4262,"8,661,679"
3845,3070,2006,New Jersey,Gini coefficient,0.458,"8,661,679"
3846,3620,2006,New Jersey,GDP,60066.64652,"8,661,679"
3847,4170,2006,New Jersey,Log(GDP),11.00321,"8,661,679"
3848,4720,2006,New Jersey,Age,38.2,"8,661,679"
3849,5270,2006,New Jersey,People with less than 9 years of education/people with college degree or above,0.1773537,"8,661,679"
3850,5820,2006,New Jersey,Black/white,0.2113315,"8,661,679"
3851,6370,2006,New Jersey,Hispanic/white,0.2512747,"8,661,679"
3852,321,2007,New Jersey,Labor Force Participation,66.4,"8,677,885"
3853,871,2007,New Jersey,Unemployment rate,4.3,"8,677,885"
3854,1421,2007,New Jersey,Average household size,2.7,"8,677,885"
3855,1971,2007,New Jersey,Poverty rate,6.3,"8,677,885"
3856,2521,2007,New Jersey,"Number of corruption convictions per 1,000,000 people",7.1446,"8,677,885"
3857,3071,2007,New Jersey,Gini coefficient,0.46399999,"8,677,885"
3858,3621,2007,New Jersey,GDP,60651.52146,"8,677,885"
3859,4171,2007,New Jersey,Log(GDP),11.0129,"8,677,885"
3860,4721,2007,New Jersey,Age,38.4,"8,677,885"
3861,5271,2007,New Jersey,People with less than 9 years of education/people with college degree or above,0.162959,"8,677,885"
3862,5821,2007,New Jersey,Black/white,0.2129687,"8,677,885"
3863,6371,2007,New Jersey,Hispanic/white,0.2570293,"8,677,885"
3864,322,2008,New Jersey,Labor Force Participation,67.0,"8,711,090"
3865,872,2008,New Jersey,Unemployment rate,5.3,"8,711,090"
3866,1422,2008,New Jersey,Average household size,2.69,"8,711,090"
3867,1972,2008,New Jersey,Poverty rate,6.2,"8,711,090"
3868,2522,2008,New Jersey,"Number of corruption convictions per 1,000,000 people",5.64343,"8,711,090"
3869,3072,2008,New Jersey,Gini coefficient,0.46200001,"8,711,090"
3870,3622,2008,New Jersey,GDP,61392.9324,"8,711,090"
3871,4172,2008,New Jersey,Log(GDP),11.02505,"8,711,090"
3872,4722,2008,New Jersey,Age,38.7,"8,711,090"
3873,5272,2008,New Jersey,People with less than 9 years of education/people with college degree or above,0.1585127,"8,711,090"
3874,5822,2008,New Jersey,Black/white,0.2218245,"8,711,090"
3875,6372,2008,New Jersey,Hispanic/white,0.2659921,"8,711,090"
3876,323,2009,New Jersey,Labor Force Participation,67.3,"8,755,602"
3877,873,2009,New Jersey,Unemployment rate,9.1,"8,755,602"
3878,1423,2009,New Jersey,Average household size,2.7,"8,755,602"
3879,1973,2009,New Jersey,Poverty rate,7.0,"8,755,602"
3880,2523,2009,New Jersey,"Number of corruption convictions per 1,000,000 people",5.05298,"8,755,602"
3881,3073,2009,New Jersey,Gini coefficient,0.465,"8,755,602"
3882,3623,2009,New Jersey,GDP,58700.88017,"8,755,602"
3883,4173,2009,New Jersey,Log(GDP),10.98021,"8,755,602"
3884,4723,2009,New Jersey,Age,38.7,"8,755,602"
3885,5273,2009,New Jersey,People with less than 9 years of education/people with college degree or above,0.1638553,"8,755,602"
3886,5823,2009,New Jersey,Black/white,0.2242388,"8,755,602"
3887,6373,2009,New Jersey,Hispanic/white,0.2740299,"8,755,602"
3888,324,2010,New Jersey,Labor Force Participation,66.4,"8,799,446"
3889,874,2010,New Jersey,Unemployment rate,9.5,"8,799,446"
3890,1424,2010,New Jersey,Average household size,2.72,"8,799,446"
3891,1974,2010,New Jersey,Poverty rate,7.8,"8,799,446"
3892,2524,2010,New Jersey,"Number of corruption convictions per 1,000,000 people",5.33992,"8,799,446"
3893,3074,2010,New Jersey,Gini coefficient,0.46399999,"8,799,446"
3894,3624,2010,New Jersey,GDP,58692.66262,"8,799,446"
3895,4174,2010,New Jersey,Log(GDP),10.98007,"8,799,446"
3896,4724,2010,New Jersey,Age,39.0,"8,799,446"
3897,5274,2010,New Jersey,People with less than 9 years of education/people with college degree or above,0.1527845,"8,799,446"
3898,5824,2010,New Jersey,Black/white,0.2276401,"8,799,446"
3899,6374,2010,New Jersey,Hispanic/white,0.3001639,"8,799,446"
3900,325,2011,New Jersey,Labor Force Participation,66.0,"8,828,117"
3901,875,2011,New Jersey,Unemployment rate,9.3,"8,828,117"
3902,1425,2011,New Jersey,Average household size,2.73,"8,828,117"
3903,1975,2011,New Jersey,Poverty rate,7.8,"8,828,117"
3904,2525,2011,New Jersey,"Number of corruption convictions per 1,000,000 people",3.17419,"8,828,117"
3905,3075,2011,New Jersey,Gini coefficient,0.46939999,"8,828,117"
3906,3625,2011,New Jersey,GDP,57920.69348,"8,828,117"
3907,4175,2011,New Jersey,Log(GDP),10.96683,"8,828,117"
3908,4725,2011,New Jersey,Age,39.2,"8,828,117"
3909,5275,2011,New Jersey,People with less than 9 years of education/people with college degree or above,0.1577571,"8,828,117"
3910,5825,2011,New Jersey,Black/white,0.2290255,"8,828,117"
3911,6375,2011,New Jersey,Hispanic/white,0.309914,"8,828,117"
3912,326,2012,New Jersey,Labor Force Participation,66.0,"8,844,942"
3913,876,2012,New Jersey,Unemployment rate,9.3,"8,844,942"
3914,1426,2012,New Jersey,Average household size,2.71,"8,844,942"
3915,1976,2012,New Jersey,Poverty rate,8.2,"8,844,942"
3916,2526,2012,New Jersey,"Number of corruption convictions per 1,000,000 people",3.04583,"8,844,942"
3917,3076,2012,New Jersey,Gini coefficient,0.4718,"8,844,942"
3918,3626,2012,New Jersey,GDP,58631.65398,"8,844,942"
3919,4176,2012,New Jersey,Log(GDP),10.97903,"8,844,942"
3920,4726,2012,New Jersey,Age,39.4,"8,844,942"
3921,5276,2012,New Jersey,People with less than 9 years of education/people with college degree or above,0.1466524,"8,844,942"
3922,5826,2012,New Jersey,Black/white,0.2351878,"8,844,942"
3923,6376,2012,New Jersey,Hispanic/white,0.3196497,"8,844,942"
3924,327,2013,New Jersey,Labor Force Participation,65.2,"8,856,972"
3925,877,2013,New Jersey,Unemployment rate,8.2,"8,856,972"
3926,1427,2013,New Jersey,Average household size,2.74,"8,856,972"
3927,1977,2013,New Jersey,Poverty rate,8.7,"8,856,972"
3928,2527,2013,New Jersey,"Number of corruption convictions per 1,000,000 people",3.37104,"8,856,972"
3929,3077,2013,New Jersey,Gini coefficient,0.47999999,"8,856,972"
3930,3627,2013,New Jersey,GDP,58806.04884,"8,856,972"
3931,4177,2013,New Jersey,Log(GDP),10.982,"8,856,972"
3932,4727,2013,New Jersey,Age,39.4,"8,856,972"
3933,5277,2013,New Jersey,People with less than 9 years of education/people with college degree or above,0.1491642,"8,856,972"
3934,5827,2013,New Jersey,Black/white,0.2384262,"8,856,972"
3935,6377,2013,New Jersey,Hispanic/white,0.3302363,"8,856,972"
3936,328,2014,New Jersey,Labor Force Participation,64.1,"8,864,525"
3937,878,2014,New Jersey,Unemployment rate,6.8,"8,864,525"
3938,1428,2014,New Jersey,Average household size,2.74,"8,864,525"
3939,1978,2014,New Jersey,Poverty rate,8.3,"8,864,525"
3940,2528,2014,New Jersey,"Number of corruption convictions per 1,000,000 people",3.69203,"8,864,525"
3941,3078,2014,New Jersey,Gini coefficient,0.47569999,"8,864,525"
3942,3628,2014,New Jersey,GDP,58739.63553,"8,864,525"
3943,4178,2014,New Jersey,Log(GDP),10.98087,"8,864,525"
3944,4728,2014,New Jersey,Age,39.4,"8,864,525"
3945,5278,2014,New Jersey,People with less than 9 years of education/people with college degree or above,0.1382758,"8,864,525"
3946,5828,2014,New Jersey,Black/white,0.2395379,"8,864,525"
3947,6378,2014,New Jersey,Hispanic/white,0.3417358,"8,864,525"
3948,329,2015,New Jersey,Labor Force Participation,64.0,"8,867,949"
3949,879,2015,New Jersey,Unemployment rate,5.8,"8,867,949"
3950,1429,2015,New Jersey,Average household size,2.75,"8,867,949"
3951,1979,2015,New Jersey,Poverty rate,8.1,"8,867,949"
3952,2529,2015,New Jersey,"Number of corruption convictions per 1,000,000 people",2.56753,"8,867,949"
3953,3079,2015,New Jersey,Gini coefficient,0.48320001,"8,867,949"
3954,3629,2015,New Jersey,GDP,59568.36955,"8,867,949"
3955,4179,2015,New Jersey,Log(GDP),10.99488,"8,867,949"
3956,4729,2015,New Jersey,Age,39.6,"8,867,949"
3957,5279,2015,New Jersey,People with less than 9 years of education/people with college degree or above,0.1378102,"8,867,949"
3958,5829,2015,New Jersey,Black/white,0.2387291,"8,867,949"
3959,6379,2015,New Jersey,Hispanic/white,0.3509752,"8,867,949"
3960,330,2005,New Mexico,Labor Force Participation,63.9,"1,932,274"
3961,880,2005,New Mexico,Unemployment rate,5.1,"1,932,274"
3962,1430,2005,New Mexico,Average household size,2.59,"1,932,274"
3963,1980,2005,New Mexico,Poverty rate,14.3,"1,932,274"
3964,2530,2005,New Mexico,"Number of corruption convictions per 1,000,000 people",1.55258,"1,932,274"
3965,3080,2005,New Mexico,Gini coefficient,0.45499998,"1,932,274"
3966,3630,2005,New Mexico,GDP,44417.55264,"1,932,274"
3967,4180,2005,New Mexico,Log(GDP),10.70139,"1,932,274"
3968,4730,2005,New Mexico,Age,36.2,"1,932,274"
3969,5280,2005,New Mexico,People with less than 9 years of education/people with college degree or above,0.3059636,"1,932,274"
3970,5830,2005,New Mexico,Black/white,0.0405051,"1,932,274"
3971,6380,2005,New Mexico,Hispanic/white,1.018169,"1,932,274"
3972,331,2006,New Mexico,Labor Force Participation,63.5,"1,962,137"
3973,881,2006,New Mexico,Unemployment rate,4.2,"1,962,137"
3974,1431,2006,New Mexico,Average household size,2.64,"1,962,137"
3975,1981,2006,New Mexico,Poverty rate,13.8,"1,962,137"
3976,2531,2006,New Mexico,"Number of corruption convictions per 1,000,000 people",3.05789,"1,962,137"
3977,3081,2006,New Mexico,Gini coefficient,0.45699999,"1,962,137"
3978,3631,2006,New Mexico,GDP,43943.06071,"1,962,137"
3979,4181,2006,New Mexico,Log(GDP),10.69065,"1,962,137"
3980,4731,2006,New Mexico,Age,35.2,"1,962,137"
3981,5281,2006,New Mexico,People with less than 9 years of education/people with college degree or above,0.3268435,"1,962,137"
3982,5831,2006,New Mexico,Black/white,0.0432455,"1,962,137"
3983,6381,2006,New Mexico,Hispanic/white,1.038267,"1,962,137"
3984,332,2007,New Mexico,Labor Force Participation,63.0,"1,990,070"
3985,882,2007,New Mexico,Unemployment rate,3.8,"1,990,070"
3986,1432,2007,New Mexico,Average household size,2.62,"1,990,070"
3987,1982,2007,New Mexico,Poverty rate,14.2,"1,990,070"
3988,2532,2007,New Mexico,"Number of corruption convictions per 1,000,000 people",1.50748,"1,990,070"
3989,3082,2007,New Mexico,Gini coefficient,0.45899999,"1,990,070"
3990,3632,2007,New Mexico,GDP,43916.26361,"1,990,070"
3991,4182,2007,New Mexico,Log(GDP),10.69004,"1,990,070"
3992,4732,2007,New Mexico,Age,36.0,"1,990,070"
3993,5282,2007,New Mexico,People with less than 9 years of education/people with college degree or above,0.3362191,"1,990,070"
3994,5832,2007,New Mexico,Black/white,0.0500912,"1,990,070"
3995,6382,2007,New Mexico,Hispanic/white,1.054134,"1,990,070"
3996,333,2008,New Mexico,Labor Force Participation,63.0,"2,010,662"
3997,883,2008,New Mexico,Unemployment rate,4.5,"2,010,662"
3998,1433,2008,New Mexico,Average household size,2.62,"2,010,662"
3999,1983,2008,New Mexico,Poverty rate,12.6,"2,010,662"
4000,2533,2008,New Mexico,"Number of corruption convictions per 1,000,000 people",3.02365,"2,010,662"
4001,3083,2008,New Mexico,Gini coefficient,0.46000001,"2,010,662"
4002,3633,2008,New Mexico,GDP,43327.37798,"2,010,662"
4003,4183,2008,New Mexico,Log(GDP),10.67654,"2,010,662"
4004,4733,2008,New Mexico,Age,36.0,"2,010,662"
4005,5283,2008,New Mexico,People with less than 9 years of education/people with college degree or above,0.3189409,"2,010,662"
4006,5833,2008,New Mexico,Black/white,0.0548115,"2,010,662"
4007,6383,2008,New Mexico,Hispanic/white,1.080646,"2,010,662"
4008,334,2009,New Mexico,Labor Force Participation,62.0,"2,036,802"
4009,884,2009,New Mexico,Unemployment rate,7.5,"2,036,802"
4010,1434,2009,New Mexico,Average household size,2.65,"2,036,802"
4011,1984,2009,New Mexico,Poverty rate,13.6,"2,036,802"
4012,2534,2009,New Mexico,"Number of corruption convictions per 1,000,000 people",4.47834,"2,036,802"
4013,3084,2009,New Mexico,Gini coefficient,0.45300001,"2,036,802"
4014,3634,2009,New Mexico,GDP,43622.57192,"2,036,802"
4015,4184,2009,New Mexico,Log(GDP),10.68333,"2,036,802"
4016,4734,2009,New Mexico,Age,35.5,"2,036,802"
4017,5284,2009,New Mexico,People with less than 9 years of education/people with college degree or above,0.3010118,"2,036,802"
4018,5834,2009,New Mexico,Black/white,0.0526987,"2,036,802"
4019,6384,2009,New Mexico,Hispanic/white,1.111608,"2,036,802"
4020,335,2010,New Mexico,Labor Force Participation,60.0,"2,064,552"
4021,885,2010,New Mexico,Unemployment rate,8.1,"2,064,552"
4022,1435,2010,New Mexico,Average household size,2.64,"2,064,552"
4023,1985,2010,New Mexico,Poverty rate,15.7,"2,064,552"
4024,2535,2010,New Mexico,"Number of corruption convictions per 1,000,000 people",3.3883,"2,064,552"
4025,3085,2010,New Mexico,Gini coefficient,0.46399999,"2,064,552"
4026,3635,2010,New Mexico,GDP,42113.76812,"2,064,552"
4027,4185,2010,New Mexico,Log(GDP),10.64813,"2,064,552"
4028,4735,2010,New Mexico,Age,36.7,"2,064,552"
4029,5285,2010,New Mexico,People with less than 9 years of education/people with college degree or above,0.3034267,"2,064,552"
4030,5835,2010,New Mexico,Black/white,0.0485812,"2,064,552"
4031,6385,2010,New Mexico,Hispanic/white,1.148353,"2,064,552"
4032,336,2011,New Mexico,Labor Force Participation,58.8,"2,080,450"
4033,886,2011,New Mexico,Unemployment rate,7.5,"2,080,450"
4034,1436,2011,New Mexico,Average household size,2.66,"2,080,450"
4035,1986,2011,New Mexico,Poverty rate,16.6,"2,080,450"
4036,2536,2011,New Mexico,"Number of corruption convictions per 1,000,000 people",1.92102,"2,080,450"
4037,3086,2011,New Mexico,Gini coefficient,0.48210001,"2,080,450"
4038,3636,2011,New Mexico,GDP,41862.26067,"2,080,450"
4039,4186,2011,New Mexico,Log(GDP),10.64214,"2,080,450"
4040,4736,2011,New Mexico,Age,36.6,"2,080,450"
4041,5286,2011,New Mexico,People with less than 9 years of education/people with college degree or above,0.2842324,"2,080,450"
4042,5836,2011,New Mexico,Black/white,0.0531821,"2,080,450"
4043,6386,2011,New Mexico,Hispanic/white,1.166435,"2,080,450"
4044,337,2012,New Mexico,Labor Force Participation,58.2,"2,087,309"
4045,887,2012,New Mexico,Unemployment rate,7.1,"2,087,309"
4046,1437,2012,New Mexico,Average household size,2.67,"2,087,309"
4047,1987,2012,New Mexico,Poverty rate,16.8,"2,087,309"
4048,2537,2012,New Mexico,"Number of corruption convictions per 1,000,000 people",1.91797,"2,087,309"
4049,3087,2012,New Mexico,Gini coefficient,0.47130001,"2,087,309"
4050,3637,2012,New Mexico,GDP,42004.41455,"2,087,309"
4051,4187,2012,New Mexico,Log(GDP),10.64553,"2,087,309"
4052,4737,2012,New Mexico,Age,36.8,"2,087,309"
4053,5287,2012,New Mexico,People with less than 9 years of education/people with college degree or above,0.2628318,"2,087,309"
4054,5837,2012,New Mexico,Black/white,0.0518012,"2,087,309"
4055,6387,2012,New Mexico,Hispanic/white,1.184578,"2,087,309"
4056,338,2013,New Mexico,Labor Force Participation,57.7,"2,092,273"
4057,888,2013,New Mexico,Unemployment rate,6.9,"2,092,273"
4058,1438,2013,New Mexico,Average household size,2.71,"2,092,273"
4059,1988,2013,New Mexico,Poverty rate,16.3,"2,092,273"
4060,2538,2013,New Mexico,"Number of corruption convictions per 1,000,000 people",0.959101,"2,092,273"
4061,3088,2013,New Mexico,Gini coefficient,0.47589999,"2,092,273"
4062,3638,2013,New Mexico,GDP,41483.87183,"2,092,273"
