year,state,measure,cvotes,tVotes,totvotes,value,swing,color
2008,Delaware,Democrat Vote %,146434,385457,765072,19.13989794,19.13989794,#D1AA08
2008,Delaware,Republican Vote %,235437,385457,3673856,6.40844388,6.310835264,#334ADC
2008,Delaware,Third Party Vote %,3586,385457,3673856,0.097608616,-6.310835264,#E71212
2008,Florida,Democrat Vote %,3434833,7421174,3673856,93.4939475,93.4939475,#D1AA08
2008,Florida,Republican Vote %,3792167,7159373,5652527,67.08799445,67.04783542,#334ADC
2008,Florida,Third Party Vote %,2270,2129599,5652527,0.04015903,-67.04783542,#E71212
2008,Georgia,Democrat Vote %,1858090,3654948,5652527,32.87184652,32.87184652,#D1AA08
2008,Georgia,Republican Vote %,1796549,3198780,2116814,84.87042319,84.85582578,#334ADC
2008,Georgia,Third Party Vote %,309,1479610,2116814,0.014597409,-84.85582578,#E71212
2008,Hawaii,Democrat Vote %,319956,456064,2116814,15.1149794,15.1149794,#D1AA08
2008,Hawaii,Republican Vote %,82540,456064,395884,20.84954178,7.318305362,#334ADC
2008,Hawaii,Third Party Vote %,53568,1605822,395884,13.53123642,-7.318305362,#E71212
2008,Idaho,Democrat Vote %,259776,637852,395884,65.61922179,65.61922179,#D1AA08
2008,Idaho,Republican Vote %,377464,637852,3554279,10.61998791,10.60276923,#334ADC
2008,Idaho,Third Party Vote %,612,290267,3554279,0.017218682,-10.60276923,#E71212
2008,Illinois,Democrat Vote %,3176203,5248195,3554279,89.36279341,89.36279341,#D1AA08
2008,Illinois,Republican Vote %,1961173,5026717,3460955,56.6656602,53.46368271,#334ADC
2008,Illinois,Third Party Vote %,110819,4123360,3460955,3.201977489,-53.46368271,#E71212
2008,Indiana,Democrat Vote %,1388963,2676850,3460955,40.13236231,40.13236231,#D1AA08
2008,Indiana,Republican Vote %,1240577,2676850,2047347,60.5943692,58.28357382,#334ADC
2008,Indiana,Third Party Vote %,47310,1705762,2047347,2.310795385,-58.28357382,#E71212
2008,Iowa,Democrat Vote %,759460,1481807,2047347,37.09483541,37.09483541,#D1AA08
2008,Iowa,Republican Vote %,698241,1481807,1186941,58.82693411,57.25406739,#334ADC
2008,Iowa,Third Party Vote %,18669,886173,1186941,1.572866722,-57.25406739,#E71212
2008,Kansas,Democrat Vote %,470031,1208302,1186941,39.60019917,39.60019917,#D1AA08
2008,Kansas,Republican Vote %,690005,1208302,1499480,46.01628565,42.79743644,#334ADC
2008,Kansas,Third Party Vote %,48266,2416604,1499480,3.218849201,-42.79743644,#E71212
2008,Kentucky,Democrat Vote %,761209,1539372,1499480,50.76486515,50.76486515,#D1AA08
2008,Kentucky,Republican Vote %,955182,1749840,1387106,68.86150013,66.45007663,#334ADC
2008,Kentucky,Third Party Vote %,33449,487254,1387106,2.411423496,-66.45007663,#E71212
2008,Louisiana,Democrat Vote %,398475,1046177,1387106,28.72707637,28.72707637,#D1AA08
2008,Louisiana,Republican Vote %,594307,1046177,1040163,57.13594888,55.79452451,#334ADC
2008,Louisiana,Third Party Vote %,13953,512635,1040163,1.341424373,-55.79452451,#E71212
2008,Maine,Democrat Vote %,431903,710101,1040163,41.52262674,41.52262674,#D1AA08
2008,Maine,Republican Vote %,278198,710101,2717975,10.23548782,-51.47361547,#334ADC
2008,Maryland,Democrat Vote %,1677238,2497952,2717975,61.70910328,51.47361547,#E71212
2008,Maryland,Republican Vote %,762539,2497952,2717975,28.0554089,28.0554089,#D1AA08
2008,Maryland,Third Party Vote %,58175,7097831,2622414,2.218375893,-83.41943721,#334ADC
2008,Massachusetts,Democrat Vote %,2245778,3102995,2622414,85.6378131,83.41943721,#E71212
2008,Massachusetts,Republican Vote %,318461,1265279,2622414,12.14381101,12.14381101,#D1AA08
2008,Massachusetts,Third Party Vote %,538756,6521724,5169689,10.42143928,-38.25924538,#334ADC
2008,Michigan,Democrat Vote %,2516640,4810690,5169689,48.68068466,38.25924538,#E71212
2008,Michigan,Republican Vote %,2114293,4564102,5169689,40.89787606,40.89787606,#D1AA08
2008,Michigan,Third Party Vote %,170770,11956089,2852265,5.987171599,-50.54614491,#334ADC
2008,Minnesota,Democrat Vote %,1612480,2802614,2852265,56.5333165,50.54614491,#E71212
2008,Minnesota,Republican Vote %,1069015,2802614,2852265,37.4795119,37.4795119,#D1AA08
2008,Minnesota,Third Party Vote %,121119,6092749,1380254,8.775123999,-44.24446515,#334ADC
2008,Mississippi,Democrat Vote %,731805,1264747,1380254,53.01958915,44.24446515,#E71212
2008,Mississippi,Republican Vote %,527330,1264747,1380254,38.20528685,38.20528685,#D1AA08
2008,Mississippi,Third Party Vote %,5612,682778,2731646,0.205443897,-51.52219578,#334ADC
2008,Missouri,Democrat Vote %,1413016,2821484,2731646,51.72763967,51.52219578,#E71212
2008,Missouri,Republican Vote %,1313018,2542207,2731646,48.06691643,48.06691643,#D1AA08
2008,Missouri,Third Party Vote %,95450,3720674,559850,17.04920961,-10.80289363,#334ADC
2008,Montana,Democrat Vote %,155930,480900,559850,27.85210324,10.80289363,#E71212
2008,Montana,Republican Vote %,308470,480900,559850,55.09868715,55.09868715,#D1AA08
2008,Montana,Third Party Vote %,16500,480900,791898,2.083601676,-31.36578196,#334ADC
2008,Nebraska,Democrat Vote %,264885,775398,791898,33.44938363,31.36578196,#E71212
2008,Nebraska,Republican Vote %,510513,775398,791898,64.46701469,64.46701469,#D1AA08
2008,Nevada,Democrat Vote %,457320,908254,908254,50.35155364,8.122397479,#334ADC
2008,Nevada,Republican Vote %,383548,908254,908254,42.22915616,-8.122397479,#E71212
2008,Nevada,Third Party Vote %,67386,2845652,908254,7.419290199,7.419290199,#D1AA08
2008,New Hampshire,Democrat Vote %,364767,674548,674548,54.07576629,10.40800655,#334ADC
2008,New Hampshire,Republican Vote %,294560,674548,674548,43.66775974,-10.40800655,#E71212
2008,New Hampshire,Third Party Vote %,15221,674548,674548,2.256473965,2.256473965,#D1AA08
2008,New Jersey,Democrat Vote %,1911827,3437980,3434319,55.66829989,13.10323823,#334ADC
2008,New Jersey,Republican Vote %,1461820,3266187,3434319,42.56506166,-13.10323823,#E71212
2008,New Jersey,Third Party Vote %,60672,5417090,3434319,1.766638451,1.766638451,#D1AA08
2008,New Mexico,Democrat Vote %,457135,814566,814566,56.12006885,16.70239121,#334ADC
2008,New Mexico,Republican Vote %,321083,814566,814566,39.41767763,-16.70239121,#E71212
2008,New Mexico,Third Party Vote %,36348,284258,814566,4.462253519,4.462253519,#D1AA08
2008,New York,Democrat Vote %,4006436,7721503,7721503,51.88673759,28.57400949,#334ADC
2008,New York,Republican Vote %,1800093,7308097,7721503,23.3127281,-28.57400949,#E71212
2008,New York,Third Party Vote %,1914974,27993083,7721503,24.8005343,24.8005343,#D1AA08
2008,North Carolina,Democrat Vote %,2293971,4215093,4215093,54.42278498,9.310684248,#334ADC
2008,North Carolina,Republican Vote %,1901517,4215093,4215093,45.11210073,-9.310684248,#E71212
2008,North Carolina,Third Party Vote %,19605,1025629,4215093,0.465114293,0.465114293,#D1AA08
2008,North Dakota,Democrat Vote %,194577,313965,3066076,6.346124493,2.452287549,#334ADC
2008,North Dakota,Republican Vote %,119388,313965,3066076,3.893836943,-2.452287549,#E71212
2008,Ohio,Democrat Vote %,2752111,5374340,3066076,89.76003856,89.76003856,#D1AA08
2008,Ohio,Republican Vote %,2491498,5374340,3125843,79.70643439,75.5241706,#334ADC
2008,Ohio,Third Party Vote %,130731,4206626,3125843,4.182263793,-75.5241706,#E71212
2008,Oklahoma,Democrat Vote %,503614,1336927,3125843,16.11130182,16.11130182,#D1AA08
2008,Oklahoma,Republican Vote %,802530,1336927,1869484,42.92788812,41.28128403,#334ADC
2008,Oklahoma,Third Party Vote %,30783,537140,1869484,1.64660409,-41.28128403,#E71212
2008,Oregon,Democrat Vote %,1036171,1682509,1869484,55.42550779,55.42550779,#D1AA08
2008,Oregon,Republican Vote %,435920,1016115,3855506,11.30642774,5.848830218,#334ADC
2008,Oregon,Third Party Vote %,210418,6040309,3855506,5.457597524,-5.848830218,#E71212
2008,Pennsylvania,Democrat Vote %,3209168,5787854,3855506,83.23597473,83.23597473,#D1AA08
2008,Pennsylvania,Republican Vote %,2520755,5522314,2882356,87.4546725,85.44482361,#334ADC
2008,Pennsylvania,Third Party Vote %,57931,1812079,2882356,2.009848888,-85.44482361,#E71212
2008,Rhode Island,Democrat Vote %,303670,438232,2882356,10.53547862,10.53547862,#D1AA08
2008,Rhode Island,Republican Vote %,118773,438232,1054091,11.26781274,9.769934474,#334ADC
2008,Rhode Island,Third Party Vote %,15789,650230,1054091,1.497878267,-9.769934474,#E71212
2008,South Carolina,Democrat Vote %,919529,1873890,1054091,87.23430899,87.23430899,#D1AA08
2008,South Carolina,Republican Vote %,939703,1873890,1210402,77.63561197,76.42460934,#334ADC
2008,South Carolina,Third Party Vote %,14658,2487103,1210402,1.211002626,-76.42460934,#E71212
2008,South Dakota,Democrat Vote %,256041,379007,1210402,21.1533854,21.1533854,#D1AA08
2008,South Dakota,Republican Vote %,122966,379007,2296185,5.355230524,-46.71121883,#334ADC
2008,Tennessee,Democrat Vote %,1195542,2301885,2296185,52.06644935,46.71121883,#E71212
2008,Tennessee,Republican Vote %,977677,1634056,2296185,42.57832013,42.57832013,#D1AA08
2008,Tennessee,Third Party Vote %,128666,3949836,7311981,1.759659933,-38.98713632,#334ADC
2008,Texas,Democrat Vote %,2979398,6210702,7311981,40.74679625,38.98713632,#E71212
2008,Texas,Republican Vote %,4203917,7216271,7311981,57.49354382,57.49354382,#D1AA08
2008,Texas,Third Party Vote %,345307,7264133,1242985,27.78046396,-3.89819668,#334ADC
2008,Utah,Democrat Vote %,393761,936839,1242985,31.67866064,3.89819668,#E71212
2008,Utah,Republican Vote %,503917,936839,1242985,40.54087539,40.54087539,#D1AA08
2008,Utah,Third Party Vote %,39161,1588609,337312,11.60972631,-61.97289157,#334ADC
2008,Vermont,Democrat Vote %,248203,298151,337312,73.58261787,61.97289157,#E71212
2008,Vermont,Third Party Vote %,49948,1788906,337312,14.80765582,14.80765582,#D1AA08
2008,Virginia,Democrat Vote %,1852788,3495355,3495355,53.00714806,7.498551649,#334ADC
2008,Virginia,Republican Vote %,1590687,3034497,3495355,45.50859641,-7.498551649,#E71212
2008,Virginia,Third Party Vote %,51880,5235207,3495355,1.484255533,1.484255533,#D1AA08
2008,Washington,Democrat Vote %,1725316,2914463,3346538,51.55524904,16.02160203,#334ADC
2008,Washington,Republican Vote %,1189147,2914463,3346538,35.53364701,-16.02160203,#E71212
2008,West Virginia,Democrat Vote %,432075,645560,3346538,12.91110395,12.91110395,#D1AA08
2008,West Virginia,Republican Vote %,213339,457696,1597021,13.35855947,13.34941745,#334ADC
2008,West Virginia,Third Party Vote %,146,633897,1597021,0.009142021,-13.34941745,#E71212
2008,Wisconsin,Democrat Vote %,1383536,2429275,1597021,86.63229851,86.63229851,#D1AA08
2008,Wisconsin,Republican Vote %,1274987,2520995,1498396,85.09012304,77.30506488,#334ADC
2008,Wisconsin,Third Party Vote %,116651,4092759,1498396,7.785058156,-77.30506488,#E71212
2008,Wyoming,Democrat Vote %,106758,249575,1498396,7.124818806,7.124818806,#D1AA08
2008,Wyoming,Republican Vote %,131244,249575,561774,23.36241976,21.30233866,#334ADC
2008,Wyoming,Third Party Vote %,11573,748725,561774,2.0600811,-21.30233866,#E71212
2010,Alabama,Democrat Vote %,418957,832381,561774,74.57749914,74.57749914,#D1AA08
2010,Alabama,Republican Vote %,914445,1367747,1026396,89.09280629,85.7466319,#334ADC
2010,Alabama,Third Party Vote %,34345,1524028,1026396,3.346174381,-85.7466319,#E71212
2010,Alaska,Democrat Vote %,77606,254335,1026396,7.561019334,7.561019334,#D1AA08
2010,Alaska,Republican Vote %,175384,254335,888566,19.73786978,19.5865023,#334ADC
2010,Alaska,Third Party Vote %,1345,254335,888566,0.151367484,-19.5865023,#E71212
2010,Arizona,Democrat Vote %,711837,1698145,888566,80.11076273,80.11076273,#D1AA08
2010,Arizona,Republican Vote %,900510,1698145,1304283,69.04253141,62.46435781,#334ADC
2010,Arizona,Third Party Vote %,85798,2940438,1304283,6.578173602,-62.46435781,#E71212
2010,Arkansas,Democrat Vote %,317975,774125,1304283,24.37929498,24.37929498,#D1AA08
2010,Arkansas,Republican Vote %,435422,774125,5604978,7.768487227,7.398673108,#334ADC
2010,Arkansas,Third Party Vote %,20728,1561590,5604978,0.369814119,-7.398673108,#E71212
2010,California,Democrat Vote %,5148828,9336454,5604978,91.86169865,91.86169865,#D1AA08
2010,California,Republican Vote %,4195494,9648096,5300168,79.157755,73.42635177,#334ADC
2010,California,Third Party Vote %,303774,11225310,5300168,5.731403231,-73.42635177,#E71212
2010,Colorado,Democrat Vote %,800900,1763152,5300168,15.11084177,15.11084177,#D1AA08
2010,Colorado,Republican Vote %,884032,1763152,1588231,55.66142457,51.30110167,#334ADC
2010,Colorado,Third Party Vote %,69252,3776097,1588231,4.3603229,-51.30110167,#E71212
2010,Connecticut,Democrat Vote %,634947,1138202,1588231,39.97825253,39.97825253,#D1AA08
2010,Connecticut,Republican Vote %,457976,1138202,676798,67.66804866,60.97786932,#334ADC
2010,Connecticut,Third Party Vote %,45279,3897365,676798,6.690179345,-60.97786932,#E71212
2010,Delaware,Democrat Vote %,173543,305636,676798,25.64177199,25.64177199,#D1AA08
2010,Delaware,Republican Vote %,125442,305636,1985693,6.317290739,5.982344703,#334ADC
2010,Delaware,Third Party Vote %,6651,916908,1985693,0.334946036,-5.982344703,#E71212
2010,Florida,Democrat Vote %,1853600,4422458,1985693,93.34776322,93.34776322,#D1AA08
2010,Florida,Republican Vote %,3004616,4994441,3985506,75.38857049,74.37130944,#334ADC
2010,Florida,Third Party Vote %,40543,2737001,3985506,1.017261045,-74.37130944,#E71212
2010,Georgia,Democrat Vote %,940347,1933365,3985506,23.59416847,23.59416847,#D1AA08
2010,Georgia,Republican Vote %,1528142,2468680,1754763,87.08537848,87.07449382,#334ADC
2010,Georgia,Third Party Vote %,191,440527,1754763,0.010884661,-87.07449382,#E71212
2010,Hawaii,Democrat Vote %,226430,360121,1754763,12.90373686,12.90373686,#D1AA08
2010,Hawaii,Republican Vote %,129127,360121,283265,45.58522938,44.43648174,#334ADC
2010,Hawaii,Third Party Vote %,3254,183258,283265,1.148747639,-44.43648174,#E71212
2010,Idaho,Democrat Vote %,150884,447144,283265,53.26602298,53.26602298,#D1AA08
2010,Idaho,Republican Vote %,263699,447144,2172576,12.13761912,10.63889134,#334ADC
2010,Idaho,Third Party Vote %,32561,694571,2172576,1.498727778,-10.63889134,#E71212
2010,Illinois,Democrat Vote %,1876316,3696159,2172576,86.3636531,86.3636531,#D1AA08
2010,Illinois,Republican Vote %,1720016,3696159,2499305,68.8197719,64.82558151,#334ADC
2010,Illinois,Third Party Vote %,99827,2825636,2499305,3.994190385,-64.82558151,#E71212
2010,Indiana,Democrat Vote %,679462,1747720,2499305,27.18603772,27.18603772,#D1AA08
2010,Indiana,Republican Vote %,972671,1747720,1548132,62.82868644,56.65434214,#334ADC
2010,Indiana,Third Party Vote %,95587,2579757,1548132,6.174344307,-56.65434214,#E71212
2010,Iowa,Democrat Vote %,479874,1106591,1548132,30.99696925,30.99696925,#D1AA08
2010,Iowa,Republican Vote %,597414,1106591,901709,66.25352525,63.00380721,#334ADC
2010,Iowa,Third Party Vote %,29303,2651259,901709,3.249718035,-63.00380721,#E71212
2010,Kansas,Democrat Vote %,274992,835529,901709,30.49675671,30.49675671,#D1AA08
2010,Kansas,Republican Vote %,528136,835529,1066856,49.50396305,46.46690837,#334ADC
2010,Kansas,Third Party Vote %,32401,1038912,1066856,3.037054673,-46.46690837,#E71212
2010,Kentucky,Democrat Vote %,506319,1354298,1066856,47.45898228,47.45898228,#D1AA08
2010,Kentucky,Republican Vote %,844369,1354298,1159200,72.84066598,72.52924431,#334ADC
2010,Kentucky,Third Party Vote %,3610,990306,1159200,0.31142167,-72.52924431,#E71212
2010,Louisiana,Democrat Vote %,311221,880635,1159200,26.84791235,26.84791235,#D1AA08
2010,Louisiana,Republican Vote %,675387,1035948,998642,67.63054228,66.91967692,#334ADC
2010,Louisiana,Third Party Vote %,7099,459384,998642,0.710865355,-66.91967692,#E71212
2010,Maine,Democrat Vote %,316156,564368,998642,31.65859237,31.65859237,#D1AA08
2010,Maine,Republican Vote %,248170,564368,1352268,18.35213138,18.34902549,#334ADC
2010,Maine,Third Party Vote %,42,297657,1352268,0.003105893,-18.34902549,#E71212
2010,Maryland,Democrat Vote %,1104056,1825472,1352268,81.64476272,81.64476272,#D1AA08
2010,Maryland,Republican Vote %,674246,1825472,2057154,32.77566969,30.482696,#334ADC
2010,Maryland,Third Party Vote %,47170,5131969,2057154,2.292973691,-30.482696,#E71212
2010,Massachusetts,Democrat Vote %,1335738,2224255,2057154,64.93135662,64.93135662,#D1AA08
2010,Massachusetts,Republican Vote %,808305,2086595,2303729,35.08680926,31.60497611,#334ADC
2010,Massachusetts,Third Party Vote %,80212,4650838,2303729,3.48183315,-31.60497611,#E71212
2010,Michigan,Democrat Vote %,1415212,3194901,2303729,61.43135759,61.43135759,#D1AA08
2010,Michigan,Republican Vote %,1671707,3194901,2770477,60.34004253,56.84808067,#334ADC
2010,Michigan,Third Party Vote %,96744,8682549,2770477,3.491961854,-56.84808067,#E71212
2010,Minnesota,Democrat Vote %,1002026,2090701,2770477,36.16799562,36.16799562,#D1AA08
2010,Minnesota,Republican Vote %,970741,2090701,1439370,67.44207535,59.24862961,#334ADC
2010,Minnesota,Third Party Vote %,117934,6189078,1439370,8.193445744,-59.24862961,#E71212
2010,Mississippi,Democrat Vote %,350695,788549,1439370,24.3644789,24.3644789,#D1AA08
2010,Mississippi,Republican Vote %,423579,788549,1145918,36.96416323,35.7184371,#334ADC
2010,Mississippi,Third Party Vote %,14275,2306491,1145918,1.245726134,-35.7184371,#E71212
2010,Missouri,Democrat Vote %,708064,1710317,1145918,61.79011064,61.79011064,#D1AA08
2010,Missouri,Republican Vote %,1103290,1920675,1334565,82.67038323,74.47887514,#334ADC
2010,Missouri,Third Party Vote %,109321,3848102,1334565,8.191508094,-74.47887514,#E71212
2010,Montana,Democrat Vote %,121954,360341,1334565,9.138108672,9.138108672,#D1AA08
2010,Montana,Republican Vote %,217696,360341,375911,57.91158013,52.40735174,#334ADC
2010,Montana,Third Party Vote %,20691,360341,375911,5.504228394,-52.40735174,#E71212
2010,Nebraska,Democrat Vote %,137524,485546,375911,36.58419147,36.58419147,#D1AA08
2010,Nebraska,Republican Vote %,327986,485546,665857,49.25772351,46.24866901,#334ADC
2010,Nebraska,Third Party Vote %,20036,167243,665857,3.009054497,-46.24866901,#E71212
2010,Nevada,Democrat Vote %,317835,702788,665857,47.733222,47.733222,#D1AA08
2010,Nevada,Republican Vote %,357369,702788,585516,61.03488205,56.32382377,#334ADC
2010,Nevada,Third Party Vote %,27584,1405742,585516,4.71105828,-56.32382377,#E71212
2010,New Hampshire,Democrat Vote %,200563,449787,585516,34.25405967,34.25405967,#D1AA08
2010,New Hampshire,Republican Vote %,230265,449787,1273954,18.07482845,16.58662715,#334ADC
2010,New Hampshire,Third Party Vote %,18959,674450,1273954,1.488201301,-16.58662715,#E71212
2010,New Jersey,Democrat Vote %,1024730,2121584,1273954,80.43697025,80.43697025,#D1AA08
2010,New Jersey,Republican Vote %,1055299,2121584,1404620,75.13056912,72.17211773,#334ADC
2010,New Jersey,Third Party Vote %,41555,4158187,1404620,2.958451396,-72.17211773,#E71212
2010,New Mexico,Democrat Vote %,307766,596651,1404620,21.91097948,21.91097948,#D1AA08
2010,New Mexico,Republican Vote %,288885,596651,4502509,6.41608934,-51.34948092,#334ADC
2010,New York,Democrat Vote %,2600900,4753783,4502509,57.76557026,51.34948092,#E71212
2010,New York,Republican Vote %,1612724,4667030,4502509,35.8183404,35.8183404,#D1AA08
2010,New York,Third Party Vote %,540159,11228133,3185707,16.95570245,-20.85803873,#334ADC
2010,North Carolina,Democrat Vote %,1204635,2662549,3185707,37.81374119,20.85803873,#E71212
2010,North Carolina,Republican Vote %,1440913,2662549,3185707,45.23055636,45.23055636,#D1AA08
2010,North Carolina,Third Party Vote %,17001,885969,253345,6.710612011,-35.34350392,#334ADC
2010,North Dakota,Democrat Vote %,106542,236344,253345,42.05411593,35.34350392,#E71212
2010,North Dakota,Republican Vote %,129802,236344,253345,51.23527206,51.23527206,#D1AA08
2010,Ohio,Democrat Vote %,1611112,3825274,3825274,42.11755811,-11.55376059,#334ADC
2010,Ohio,Republican Vote %,2053075,3825274,3825274,53.67131871,11.55376059,#E71212
2010,Ohio,Third Party Vote %,161087,4955792,3825274,4.211123177,4.211123177,#D1AA08
2010,Oklahoma,Democrat Vote %,221966,596150,792980,27.99137431,-37.52894146,#334ADC
2010,Oklahoma,Republican Vote %,519563,792980,792980,65.52031577,37.52894146,#E71212
2010,Oklahoma,Third Party Vote %,51451,591039,792980,6.48830992,6.48830992,#D1AA08
2010,Oregon,Democrat Vote %,733369,1429356,1429356,51.30765184,5.342405951,#334ADC
2010,Oregon,Republican Vote %,657007,1429356,1429356,45.96524589,-5.342405951,#E71212
2010,Oregon,Third Party Vote %,38980,3441295,1429356,2.727102275,2.727102275,#D1AA08
2010,Pennsylvania,Democrat Vote %,1882202,3956401,3956401,47.57359024,-3.840434779,#334ADC
2010,Pennsylvania,Republican Vote %,2034145,3806457,3956401,51.41402502,3.840434779,#E71212
2010,Pennsylvania,Third Party Vote %,40054,1048133,3956401,1.012384741,1.012384741,#D1AA08
2010,Rhode Island,Democrat Vote %,185711,335484,335484,55.35614217,17.51499326,#334ADC
2010,Rhode Island,Republican Vote %,126951,335484,335484,37.84114891,-17.51499326,#E71212
2010,Rhode Island,Third Party Vote %,22822,831782,335484,6.802708922,6.802708922,#D1AA08
2010,South Carolina,Democrat Vote %,537323,1340189,1340189,40.09307642,-16.1625711,#334ADC
2010,South Carolina,Republican Vote %,753932,1340189,1340189,56.25564752,16.1625711,#E71212
2010,South Carolina,Third Party Vote %,48934,4282328,1340189,3.651276051,3.651276051,#D1AA08
2010,South Dakota,Democrat Vote %,146589,319426,319426,45.89138016,-2.227119896,#334ADC
2010,South Dakota,Republican Vote %,153703,319426,319426,48.11850006,2.227119896,#E71212
2010,South Dakota,Third Party Vote %,19134,319426,319426,5.990119777,5.990119777,#D1AA08
2010,Tennessee,Democrat Vote %,541527,1559129,1559129,34.73266163,-26.52448899,#334ADC
2010,Tennessee,Republican Vote %,955078,1559129,1559129,61.25715063,26.52448899,#E71212
2010,Tennessee,Third Party Vote %,62524,5904709,1559129,4.010187739,4.010187739,#D1AA08
2010,Texas,Democrat Vote %,1450150,3872378,4745545,30.558134,-33.88552843,#334ADC
2010,Texas,Republican Vote %,3058203,4745545,4745545,64.44366242,33.88552843,#E71212
2010,Texas,Third Party Vote %,237192,6078694,4745545,4.998203578,4.998203578,#D1AA08
2010,Utah,Democrat Vote %,218236,640495,634774,34.38011009,-27.21173205,#334ADC
2010,Utah,Republican Vote %,390969,640495,634774,61.59184214,27.21173205,#E71212
2010,Utah,Third Party Vote %,25569,1029143,634774,4.028047778,4.028047778,#D1AA08
2010,Vermont,Democrat Vote %,154006,238521,238521,64.56706118,32.53508077,#334ADC
2010,Vermont,Republican Vote %,76403,238521,238521,32.03198041,-32.53508077,#E71212
2010,Vermont,Third Party Vote %,8112,715563,238521,3.400958406,3.400958406,#D1AA08
2010,Virginia,Democrat Vote %,911116,2022687,2189841,41.60649106,-12.55716739,#334ADC
2010,Virginia,Republican Vote %,1186098,2189841,2189841,54.16365846,12.55716739,#E71212
2010,Virginia,Third Party Vote %,92627,4966249,2189841,4.229850478,4.229850478,#D1AA08
2010,Washington,Democrat Vote %,1296502,2479409,2479409,52.29076768,6.507034539,#334ADC
2010,Washington,Republican Vote %,1135166,2199019,2479409,45.78373314,-6.507034539,#E71212
2010,Washington,Third Party Vote %,47741,280390,2479409,1.925499181,1.925499181,#D1AA08
2010,West Virginia,Democrat Vote %,227857,514373,514373,44.29800942,-10.73695548,#334ADC
2010,West Virginia,Republican Vote %,283085,514373,514373,55.0349649,10.73695548,#E71212
2010,West Virginia,Third Party Vote %,3431,185246,514373,0.66702568,0.66702568,#D1AA08
2010,Wisconsin,Democrat Vote %,938690,2140482,2140482,43.85414126,-10.60840502,#334ADC
2010,Wisconsin,Republican Vote %,1165761,2140482,2140482,54.46254629,10.60840502,#E71212
2010,Wisconsin,Third Party Vote %,36031,3449199,2140482,1.68331245,1.68331245,#D1AA08
2010,Wyoming,Democrat Vote %,45768,190822,190822,23.98465586,-45.01210552,#334ADC
2010,Wyoming,Republican Vote %,131661,190822,190822,68.99676138,45.01210552,#E71212
2010,Wyoming,Third Party Vote %,13393,763288,190822,7.018582763,7.018582763,#D1AA08
2012,Alabama,Democrat Vote %,693498,1732954,1933630,35.86508277,-27.93326541,#334ADC
2012,Alabama,Republican Vote %,1233624,1933630,1933630,63.79834818,27.93326541,#E71212
2012,Alabama,Third Party Vote %,6508,1933630,1933630,0.336569044,0.336569044,#D1AA08
2012,Alaska,Democrat Vote %,82927,289804,284215,29.17755924,-36.01815527,#334ADC
2012,Alaska,Republican Vote %,185296,289804,284215,65.19571451,36.01815527,#E71212
2012,Alaska,Third Party Vote %,15992,579608,284215,5.626726246,5.626726246,#D1AA08
2012,Arizona,Democrat Vote %,946994,2173317,2173317,43.57367103,-8.497103736,#334ADC
2012,Arizona,Republican Vote %,1131663,2045490,2173317,52.07077477,8.497103736,#E71212
2012,Arizona,Third Party Vote %,94660,2730372,2173317,4.355554206,4.355554206,#D1AA08
2012,Arkansas,Democrat Vote %,304770,792394,1038054,29.35974429,-32.06201219,#334ADC
2012,Arkansas,Republican Vote %,637591,1038054,1038054,61.42175648,32.06201219,#E71212
2012,Arkansas,Third Party Vote %,95693,2076108,1038054,9.21849923,9.21849923,#D1AA08
2012,California,Democrat Vote %,7392703,12761401,13002868,56.8544032,22.01584297,#334ADC
2012,California,Republican Vote %,4530012,10673927,13002868,34.83856023,-22.01584297,#E71212
2012,Colorado,Democrat Vote %,1080153,2143257,13002868,8.307036571,8.307036571,#D1AA08
2012,Colorado,Republican Vote %,1143796,2450488,2176848,52.54367783,45.71481334,#334ADC
2012,Colorado,Third Party Vote %,148654,4518046,2176848,6.828864487,-45.71481334,#E71212
2012,Connecticut,Democrat Vote %,884398,1465511,2176848,40.62745768,40.62745768,#D1AA08
2012,Connecticut,Republican Vote %,490580,1465511,828755,59.19481632,48.54727875,#334ADC
2012,Connecticut,Third Party Vote %,88242,3506064,828755,10.64753757,-48.54727875,#E71212
2012,Delaware,Democrat Vote %,249933,388059,828755,30.15764611,30.15764611,#D1AA08
2012,Delaware,Republican Vote %,129757,388059,3530529,3.675284922,3.438238292,#334ADC
2012,Delaware,Third Party Vote %,8369,776118,3530529,0.23704663,-3.438238292,#E71212
2012,Florida,Democrat Vote %,3392403,6997836,3530529,96.08766845,96.08766845,#D1AA08
2012,Florida,Republican Vote %,3826523,6984850,5287193,72.37343142,72.1502317,#334ADC
2012,Florida,Third Party Vote %,11801,3095024,5287193,0.223199721,-72.1502317,#E71212
2012,Georgia,Democrat Vote %,1448869,2911733,5287193,27.40336886,27.40336886,#D1AA08
2012,Georgia,Republican Vote %,2104098,3552967,2526637,83.27662422,71.99649178,#334ADC
2012,Hawaii,Democrat Vote %,285008,437159,2526637,11.28013244,-71.99649178,#E71212
2012,Hawaii,Republican Vote %,137531,437159,2526637,5.443243331,5.443243331,#D1AA08
2012,Hawaii,Third Party Vote %,14620,874318,629731,2.321626218,-30.75551307,#334ADC
2012,Idaho,Democrat Vote %,208297,635218,629731,33.07713929,30.75551307,#E71212
2012,Idaho,Republican Vote %,406814,635218,629731,64.6012345,64.6012345,#D1AA08
